"articleID","attributes","record"
19479,"journal","Social Work"
19479,"pubYear","2006"
19479,"author","Rosenberg, Jessica"
19479,"author","Rosenberg, Samuel"
19660,"article","Role of the Social Worker in Old versus New Culture in Nursing Homes."
19660,"journal","Social Work"
19660,"pubYear","2006"
19660,"author","Meyers, Sandy"
19661,"article","Social Work in the Movies: Another Look."
19661,"journal","Social Work"
19661,"pubYear","2006"
19661,"author","Murdach, Allison D."
19662,"article","The Animal-Human Bond and Ethnic Diversity."
19662,"journal","Social Work"
19662,"pubYear","2006"
19662,"location","US"
19662,"author","Risley-Curtiss, Christina"
19662,"author","Holley, Lynn C."
19662,"author","Wolf, Shapard"
19663,"article","Acculturation Stress and Depression among Asian Immigrant Elders."
19663,"journal","Social Work"
19663,"pubYear","2006"
19663,"location","US"
19663,"author","Mui, Ada C."
19663,"author","Kang, Suk-Young"
19664,"article","Are We Ignoring Youths with Disabilities in Foster Care? An Examination of Their School Performance."
19664,"journal","Social Work"
19664,"pubYear","2006"
19664,"location","US"
19664,"author","Geenen, Sarah"
19664,"author","Powers, Laurie E."
19665,"article","Financial Well-Being of Young Children with Disabilities and Their Families."
19665,"journal","Social Work"
19665,"pubYear","2006"
19665,"author","Parish, Susan L."
19665,"author","Cloud, Jennifer M."
19666,"article","Social Workers' Attitudes about Psychotropic Drug Treatment with Youths."
19666,"journal","Social Work"
19666,"pubYear","2006"
19666,"author","Moses, Tally"
19666,"author","Kirk, Stuart A."
19667,"article","The African Orphan Crisis and International Adoption."
19667,"journal","Social Work"
19667,"pubYear","2006"
19667,"location","Africa"
19667,"author","Roby, Jini L."
19667,"author","Shaw, Stacey A."
19853,"article","Physical Activity Promotion in Social Work."
19853,"journal","Social Work"
19853,"pubYear","2006"
19853,"author","Williams, D. J."
19853,"author","Strean, William B."
19854,"article","The Importance of Adult Literacy Issues in Social Work Practice."
19854,"journal","Social Work"
19854,"pubYear","2006"
19854,"author","Greenberg, Daphne"
19854,"author","Lackey, Jamie"
19855,"article","Defining Child Exposure to Domestic Violence as Neglect: Minnesota's Difficult Experience."
19855,"journal","Social Work"
19855,"pubYear","2006"
19855,"location","US"
19855,"author","Edleson, Jeffrey L."
19855,"author","Gassman-Pines, Jenny"
19855,"author","Hill, Marissa B."
19856,"article","Spiritually Modified Cognitive Therapy: A Review of the Literature."
19856,"journal","Social Work"
19856,"pubYear","2006"
19856,"author","Hodge, David R."
19857,"article","Evidence-Based Practice in an Age of Relativism: Toward a Model for Practice."
19857,"journal","Social Work"
19857,"pubYear","2006"
19857,"author","McNeill, Ted"
19858,"article","The Validity of the 2004 U.S. News & World Report's Rankings of Schools of Social Work."
19858,"journal","Social Work"
19858,"pubYear","2006"
19858,"location","US"
19858,"author","Green, Robert G."
19858,"author","Baskind, Frank R."
19858,"author","Fassler, Andreas"
19858,"author","Jordan, Anne"
19859,"article","Social Work Informatics: A New Specialty."
19859,"journal","Social Work"
19859,"pubYear","2006"
19859,"author","Parker-Oliver, Debra"
19859,"author","Demiris, George"
19860,"article","The Gay Affirmative Practice Scale (GAP): A New Measure for Assessing Cultural Competence with Gay and Lesbian Clients."
19860,"journal","Social Work"
19860,"pubYear","2006"
19860,"location","US"
19860,"author","Crisp, Catherine"
19861,"article","Condomless Sex: Gay Men, Barebacking, and Harm Reduction."
19861,"journal","Social Work"
19861,"pubYear","2006"
19861,"author","Shernoff, Michael"
20310,"article","The Role of Social Work in the Childhood Obesity Epidemic."
20310,"journal","Social Work"
20310,"pubYear","2006"
20310,"author","Eliadis, Elizabeth E."
20311,"article","Male Social Workers in Child and Family Welfare: New Directions for Research."
20311,"journal","Social Work"
20311,"pubYear","2006"
20311,"author","Gillingham, Philip"
20312,"article","Gendered Organizational Culture in Child Protection Social Work."
20312,"journal","Social Work"
20312,"pubYear","2006"
20312,"location","United Kingdom"
20312,"author","Scourfield, Jonathan"
20313,"article","Unraveling the Link between Trauma and Male Delinquency: The Cumulative Versus Differential Risk Perspectives."
20313,"journal","Social Work"
20313,"pubYear","2006"
20313,"location","US"
20313,"author","Maschi, Tina"
20314,"article","Help-Seeking Behaviors and Depression among African American Adolescent Boys."
20314,"journal","Social Work"
20314,"pubYear","2006"
20314,"location","US"
20314,"author","Lindsey, Michael A."
20314,"author","Korr, Wynne S."
20314,"author","Broitman, Marina"
20314,"author","Bone, Lee"
20314,"author","Green, Alan"
20314,"author","Leaf, Philip J."
20315,"article","Developing a Parent-Professional Team Leadership Model in Group Work: Work with Families with Children Experiencing Behavioral and Emotional Problems."
20315,"journal","Social Work"
20315,"pubYear","2006"
20315,"author","Ruffolo, Mary C."
20315,"author","Kuhn, Mary T."
20315,"author","Evans, Mary E."
20316,"article","Living with Severe Mental Illness--What Families and Friends Must Know: Evaluation of a One-Day Psychoeducation Workshop."
20316,"journal","Social Work"
20316,"pubYear","2006"
20316,"location","US"
20316,"author","Pollio, David E."
20316,"author","North, Carol S."
20316,"author","Reid, Donna L."
20316,"author","Miletic, Michelle M."
20316,"author","McClendon, Jennifer R."
20317,"article","Groups for Individuals with Traumatic Histories: Practice Considerations for Social Workers."
20317,"journal","Social Work"
20317,"pubYear","2006"
20317,"author","Knight, Carolyn"
20318,"article","Maintaining Product-Process Balance in Community Antipoverty Initiatives."
20318,"journal","Social Work"
20318,"pubYear","2006"
20318,"author","Hannah, Gordon"
20676,"article","HIPAA the Health Care Hippo: Despite the Rhetoric, Is Privacy Still an Issue?"
20676,"journal","Social Work"
20676,"pubYear","2005"
20676,"author","Kuczynski, Kay"
20676,"author","Gibbs-Wahlberg, Patty"
20677,"article","Faith-Based versus Fact-Based Social Policy: The Case of Teenage Pregnancy Prevention."
20677,"journal","Social Work"
20677,"pubYear","2005"
20677,"location","US"
20677,"author","Marx, Jerry D."
20677,"author","Hopper, Fleur"
20678,"article","The Americans with Disabilities Act: A Decision Tree for Social Services Administrators."
20678,"journal","Social Work"
20678,"pubYear","2005"
20678,"location","US"
20678,"author","O'Brien, Gerald V."
20678,"author","Ellegood, Christina"
20679,"article","Resolving the Dilemma between Organizing and Services: Los Angeles ACORN's Welfare Advocacy."
20679,"journal","Social Work"
20679,"pubYear","2005"
20679,"location","US"
20679,"author","Brooks, Fred"
20680,"article","Informing State Policymakers: Opportunities for Social Workers."
20680,"journal","Social Work"
20680,"pubYear","2005"
20680,"location","US"
20680,"author","Jackson-Elmoore, Cynthia"
20681,"article","'Leavers' from TANF and AFDC: How Do They Fare Economically?"
20681,"journal","Social Work"
20681,"pubYear","2005"
20681,"location","US"
20681,"author","Ozawa, Martha N."
20681,"author","Yoon, Hong-Sik"
20682,"article","Advocacy and Argumentation in the Public Arena: A Guide for Social Workers."
20682,"journal","Social Work"
20682,"pubYear","2005"
20682,"author","Lens, Vicki"
20683,"article","Altering State Policy: Interest Group Effectiveness among State-Level Advocacy Groups."
20683,"journal","Social Work"
20683,"pubYear","2005"
20683,"location","US"
20683,"author","Hoefer, Richard"
20684,"article","Epistemological Frameworks, Homosexuality, and Religion: How People of Faith Understand the Intersection between Homosexuality and Religion."
20684,"journal","Social Work"
20684,"pubYear","2005"
20684,"author","Hodge, David R."
20685,"article","Faith-Based Human Services Initiatives: Considerations for Social Work Practice and Theory."
20685,"journal","Social Work"
20685,"pubYear","2005"
20685,"author","Tangenberg, Kathleen M."
20763,"article","Ecological Factors Associated with STD Risk Behaviors among Detained Female Adolescents."
20763,"journal","Social Work"
20763,"pubYear","2006"
20763,"location","US"
20763,"author","Voisin, Dexter R."
20763,"author","DiClemente, Ralph J."
20763,"author","Salazar, Laura F."
20763,"author","Crosby, Richard A."
20763,"author","Yarber, William L."
20821,"article","Pet Loss: Implications for Social Work Practice."
20821,"journal","Social Work"
20821,"pubYear","2005"
20821,"location","US"
20821,"author","Donohue, Kevin M."
20822,"article","The Largely Untold Story of Welfare Reform and the Human Services."
20822,"journal","Social Work"
20822,"pubYear","2005"
20822,"location","US"
20822,"author","Abramovitz, Mimi"
20823,"article","Social Work and the House of Islam: Orienting Practitioners to the Beliefs and Values of Muslims in the United States."
20823,"journal","Social Work"
20823,"pubYear","2005"
20823,"location","US"
20823,"author","Hodge, David R."
20824,"article","Social Work in Jewish Community Centers: A Question of Compatibility."
20824,"journal","Social Work"
20824,"pubYear","2005"
20824,"author","Sweifach, Jay"
20825,"article","The Role of the Social Worker in the Face of Terrorism: Israeli Community-Based Experience."
20825,"journal","Social Work"
20825,"pubYear","2005"
20825,"location","Israel"
20825,"author","Itzhaky, Haya"
20825,"author","York, Alan S."
20826,"article","American Indian/Alaskan Native Grandparents Raising Grandchildren: Findings from the Census 2000 Supplementary Survey."
20826,"journal","Social Work"
20826,"pubYear","2005"
20826,"location","US"
20826,"author","Fuller-Thomson, Esme"
20826,"author","Minkler, Meredith"
20827,"article","The Influence of Sekentei on Family Caregiving and Underutilization of Social Services among Japanese Caregivers."
20827,"journal","Social Work"
20827,"pubYear","2005"
20827,"location","Japan"
20827,"author","Asai, Masayuki O."
20827,"author","Kameoka, Velma A."
20828,"article","Is There a Global Common Core to Social Work? A Cross-National Comparative Study of BSW Graduate Students."
20828,"journal","Social Work"
20828,"pubYear","2005"
20828,"location","Australia"
20828,"location","Brazil"
20828,"location","Canada"
20828,"location","Germany"
20828,"location","Great Britain"
20828,"location","Hong Kong"
20828,"location","Hungary"
20828,"location","Israel"
20828,"location","US"
20828,"location","Zimbabwe"
20828,"author","Weiss, Idit"
21281,"article","Spiritual Lifemaps: A Client-Centered Pictorial Instrument for Spiritual Assessment, Planning, and Intervention."
21281,"journal","Social Work"
21281,"pubYear","2005"
21281,"author","Hodge, David R."
21282,"article","Help Seeking for AOD Misuse among Social Workers: Patterns, Barriers, and Implications."
21282,"journal","Social Work"
21282,"pubYear","2005"
21282,"location","US"
21282,"author","Siebert, Darcy Clay"
21283,"article","Evidence-Based Drug Treatment Practice and the Child Welfare System: The Example of Methadone."
21283,"journal","Social Work"
21283,"pubYear","2005"
21283,"author","Lundgren, Lena M."
21283,"author","Schilling, Robert F."
21283,"author","Peloquin, Susan D."
21284,"article","Social Workers' Views of the Etiology of Mental Disorders: Results of a National Study."
21284,"journal","Social Work"
21284,"pubYear","2005"
21284,"location","US"
21284,"author","Walsh, Joseph"
21284,"author","Green, Robert"
21284,"author","Matthews, Janice"
21284,"author","Bonucelli-Puerto, Brenda"
21285,"article","Place First, Then Train: An Alternative to the Medical Model of Psychiatric Rehabilitation."
21285,"journal","Social Work"
21285,"pubYear","2005"
21285,"author","Corrigan, Patrick W."
21285,"author","McCracken, Stanley G."
21286,"article","Promoting Participation in Organizational Decision Making by Clients with Severe Mental Illness."
21286,"journal","Social Work"
21286,"pubYear","2005"
21286,"location","US"
21286,"author","Linhorst, Donald M."
21286,"author","Eckert, Anne"
21286,"author","Hamilton, Gary"
21287,"article","Supported Education for Adults with Psychiatric Disabilities: An Innovation for Social Work and Psychosocial Rehabilitation Practice."
21287,"journal","Social Work"
21287,"pubYear","2005"
21287,"author","Mowbray, Carol T."
21287,"author","Collins, Mary E."
21287,"author","Bellamy, Chyrell D."
21287,"author","Megivern, Deborah A."
21287,"author","Bybee, Deborah"
21287,"author","Szilvagyi, Steve"
21428,"article","Social Work Misconduct May Lead to Liability."
21428,"journal","Social Work"
21428,"pubYear","2004"
21428,"author","Pollack, Daniel"
21428,"author","Marsh, James"
21429,"article","Innovations in the Management of Child Protection Workers: Building Worker Resilience."
21429,"journal","Social Work"
21429,"pubYear","2004"
21429,"author","Yin, Robert T."
21430,"article","Guidelines for Ethical Practice in Community Organization."
21430,"journal","Social Work"
21430,"pubYear","2004"
21430,"author","Hardina, Donna"
21431,"article","The Kosovo Family Support Project: Offering Psychosocial Support for Families with Missing Persons."
21431,"journal","Social Work"
21431,"pubYear","2004"
21431,"location","Serbia and Montenegro"
21431,"author","Keough, Mary Ellen"
21431,"author","Samuels, Margaret F."
21432,"article","A User-Friendly Approach to Program Evaluation and Effective Community Interventions for Families at Risk of Homelessness."
21432,"journal","Social Work"
21432,"pubYear","2004"
21432,"author","Mulroy, Elizabeth A."
21432,"author","Lauber, Helenann"
21433,"article","Privatized Management in Urban Public Housing: A Comparative Analysis of Social Service Availability, Utilization, and Satisfaction."
21433,"journal","Social Work"
21433,"pubYear","2004"
21433,"location","US"
21433,"author","Bowie, Stan L."
21434,"article","A Study of Community Guides: Lessons for Professionals Practicing with and in Communities."
21434,"journal","Social Work"
21434,"pubYear","2004"
21434,"location","Canada"
21434,"author","Ungar, Michael"
21434,"author","Manuel, Susan"
21434,"author","Mealey, Stephanie"
21434,"author","Thomas, Golda"
21434,"author","Campbell, Carolyn"
21435,"article","Comprehensive Community Initiatives: A Rural Perspective."
21435,"journal","Social Work"
21435,"pubYear","2004"
21435,"author","Messinger, Lori"
21581,"article","Principled Negotiation: A New Tool for Case Advocacy."
21581,"journal","Social Work"
21581,"pubYear","2004"
21581,"author","Lens, Vicki"
21582,"article","The Empowerment Model: A Critical Reflection of Empowerment in Chinese Culture."
21582,"journal","Social Work"
21582,"pubYear","2004"
21582,"location","China"
21582,"author","Yip, Kam-shing"
21583,"article","Predictors of Child Custody Plans for Children Whose Parents Are Living with AIDS in New York City."
21583,"journal","Social Work"
21583,"pubYear","2004"
21583,"location","US"
21583,"author","Lightfoot, Marguerita"
21583,"author","Rotheram-Borus, Mary Jane"
21584,"article","Dementia Diary: A Personal and Professional Journal."
21584,"journal","Social Work"
21584,"pubYear","2004"
21584,"author","Swenson, Carol R."
21585,"article","Increasing the Use of Formal Services by Caregivers of People with Dementia."
21585,"journal","Social Work"
21585,"pubYear","2004"
21585,"location","US"
21585,"author","McCallion, Philip"
21585,"author","Toseland, Ronald W."
21585,"author","Gerber, Todd"
21585,"author","Banks, Steven"
21586,"article","Evaluation of a Group Intervention to Assist Aging Parents with Permanency Planning for an Adult Offspring with Special Needs."
21586,"journal","Social Work"
21586,"pubYear","2004"
21586,"location","US"
21586,"author","Botsford, Anne L."
21586,"author","Rule, David"
21587,"article","Principles for Practice with Substance-Abusing Pregnant Women: A Framework Based on the Five Social Work Intervention Roles."
21587,"journal","Social Work"
21587,"pubYear","2004"
21587,"author","Sun, An-Pyng"
21588,"article","Methamphetamine Abuse and Manufacture: The Child Welfare Response."
21588,"journal","Social Work"
21588,"pubYear","2004"
21588,"author","Hohman, Melinda"
21588,"author","Oliver, Rhonda"
21588,"author","Wright, Wendy"
21589,"article","Motivational Strategies with Alcohol-Involved Older Adults: Implications for Social Work Practice."
21589,"journal","Social Work"
21589,"pubYear","2004"
21589,"author","Hanson, Meredith"
21589,"author","Gutheil, Irene A."
21590,"article","Harm Reduction: A New Perspective on Substance Abuse Services."
21590,"journal","Social Work"
21590,"pubYear","2004"
21590,"author","MacMaster, Samuel A."
21591,"article","Adolescent Substance Use: Reviewing the Effectiveness of Prevention Strategies."
21591,"journal","Social Work"
21591,"pubYear","2004"
21591,"location","US"
21591,"author","Skiba, David"
21591,"author","Monroe, Jacquelyn"
21591,"author","Wodarski, John S."
21650,"article","The strengths perspective: Proving 'my strengths' and 'it works.'"
21650,"journal","Social Work"
21650,"pubYear","2007"
21650,"location","US"
21650,"author","Rapp, Richard C."
21651,"article","Sexual orientation and religion from the perspective of the Code of Ethics."
21651,"journal","Social Work"
21651,"pubYear","2007"
21651,"author","Pollack, Daniel"
21733,"article","Television and the Public Image of Social Workers: Portrayal or Betrayal?"
21733,"journal","Social Work"
21733,"pubYear","2004"
21733,"author","Gibelman, Margaret"
21734,"article","Social Work and the Supreme Court: A Clash of Values; a Time for Action."
21734,"journal","Social Work"
21734,"pubYear","2004"
21734,"author","Lens, Vicki"
21735,"article","Setting the Record Straight: Social Work is Not a Female-Dominated Profession."
21735,"journal","Social Work"
21735,"pubYear","2004"
21735,"author","McPhail, Beverly A."
21736,"article","Social Work Is Standing on the Legacy of Jane Addams: But Are We Sitting on the Sidelines?"
21736,"journal","Social Work"
21736,"pubYear","2004"
21736,"author","Johnson, Alice K."
21737,"article","Gender-Based Salary Inequity in Social Work: Mediators of Gender's Effect on Salary."
21737,"journal","Social Work"
21737,"pubYear","2004"
21737,"location","US"
21737,"author","Koeske, Gary F."
21737,"author","Krowinski, William J."
21738,"article","Barriers to Family-Centered Services for Infants and Toddlers with Developmental Delays."
21738,"journal","Social Work"
21738,"pubYear","2004"
21738,"location","US"
21738,"author","Shannon, Patrick"
21739,"article","Increasing the Cultural Responsiveness of Family Group Conferencing."
21739,"journal","Social Work"
21739,"pubYear","2004"
21739,"location","US"
21739,"author","Waites, Cheryl"
21739,"author","Macgowan, Mark J."
21739,"author","Pennell, Joan"
21739,"author","Carlton-LaNey, Iris"
21739,"author","Weil, Marie"
21740,"article","Social Justice and the Global Economy: New Challenges for Social Work in the 21st Century."
21740,"journal","Social Work"
21740,"pubYear","2004"
21740,"author","Polack, Robert J."
21741,"article","When a Social Worker Becomes a Voluntary Commissioner and Calls on the Code of Ethics."
21741,"journal","Social Work"
21741,"pubYear","2004"
21741,"author","Greif, Geoffrey L."
21742,"article","Is Christian Religious Conservatism Compatible with the Liberal Social Welfare State?"
21742,"journal","Social Work"
21742,"pubYear","2004"
21742,"author","Belcher, John R."
21742,"author","Fandetti, Donald"
21742,"author","Cole, Danny"
21743,"article","Who We Are, Where We Come From, and Some of Our Perceptions: Comparison of Social Workers and the General Population."
21743,"journal","Social Work"
21743,"pubYear","2004"
21743,"author","Hodge, David R."
21744,"article","Relational Spirituality and Social Caregiving."
21744,"journal","Social Work"
21744,"pubYear","2004"
21744,"author","Faver, Catherine A."
21745,"article","A Qualitative Investigation of Adherence Issues for Men Who Are HIV Positive."
21745,"journal","Social Work"
21745,"pubYear","2004"
21745,"author","Westerfelt, Alex"
21746,"article","Whistle-Blowing as a Form of Advocacy: Guidelines for the Practitioner and Organization."
21746,"journal","Social Work"
21746,"pubYear","2004"
21746,"author","Greene, Annette D."
21746,"author","Latting, Jean Kantambu"
21747,"article","Presence of Social Workers in Nongovernment Organizations."
21747,"journal","Social Work"
21747,"pubYear","2004"
21747,"author","Claiborne, Nancy"
21748,"article","Low-Income Young Fathers: Contexts, Connections, and Self."
21748,"journal","Social Work"
21748,"pubYear","2004"
21748,"author","Glikman, Helen"
21749,"article","Difficulties after Leaving TANF: Inner-City Women Talk about Reasons for Returning to Welfare."
21749,"journal","Social Work"
21749,"pubYear","2004"
21749,"location","US"
21749,"author","Anderson, Steven G."
21749,"author","Halter, Anthony P."
21749,"author","Gryzlak, Brian M."
21750,"article","Personal, Family, and Multiple Barriers of Long-Term Welfare Recipients."
21750,"journal","Social Work"
21750,"pubYear","2004"
21750,"author","Taylor, Mary Jane"
21750,"author","Barusch, Amanda Smith"
21751,"article","The Public's Perception of Social Work: Is It What We Think It Is?"
21751,"journal","Social Work"
21751,"pubYear","2004"
21751,"location","US"
21751,"author","LeCroy, Craig Winston"
21751,"author","Stinson, Erika L."
21752,"article","Through the Eyes of Hollywood: Images of Social Workers in Film."
21752,"journal","Social Work"
21752,"pubYear","2004"
21752,"location","US"
21752,"author","Freeman, Miriam L."
21752,"author","Valentine, Deborah P."
22217,"article","Mutual Support Groups for Long-Term Recipients of TANF."
22217,"journal","Social Work"
22217,"pubYear","2004"
22217,"location","US"
22217,"author","Anderson-Butcher, Dawn"
22217,"author","Khairallah, Angela Oliver"
22217,"author","Race-Bigelow, Janis"
22218,"article","Short-Term Intercultural Psychotherapy: Ethnographic Inquiry."
22218,"journal","Social Work"
22218,"pubYear","2004"
22218,"location","US"
22218,"author","Seeley, Karen M."
22219,"article","Learning That an Adolescent Child Is Gay or Lesbian: The Parent Experience."
22219,"journal","Social Work"
22219,"pubYear","2004"
22219,"location","US"
22219,"author","Saltzburg, Susan"
22220,"article","Empowering African American Women Informal Caregivers: A Literature Synthesis and Practice Strategies."
22220,"journal","Social Work"
22220,"pubYear","2004"
22220,"author","Chadiha, Letha A."
22220,"author","Adams, Portia"
22220,"author","Biegel, David E."
22220,"author","Auslander, Wendy"
22220,"author","Gutierrez, Lorraine"
22221,"article","Coming Out of the Closet: Opening Agencies to Gay and Lesbian Adoptive Parents."
22221,"journal","Social Work"
22221,"pubYear","2004"
22221,"location","US"
22221,"author","Ryan, Scott D."
22221,"author","Pearlmutter, Sue"
22221,"author","Groza, Victor"
22222,"article","Enhancing Psychosocial Competence among Black Women in College."
22222,"journal","Social Work"
22222,"pubYear","2004"
22222,"location","US"
22222,"author","Jones, Lani V."
22223,"article","Africentric Youth and Family Rites of Passage Program: Promoting Resilience among At-Risk African American Youths."
22223,"journal","Social Work"
22223,"pubYear","2004"
22223,"location","US"
22223,"author","Harvey, Aminifu R."
22223,"author","Hill, Robert B."
22224,"article","Treatment Adherence among Native Hawaiians Living with HIV."
22224,"journal","Social Work"
22224,"pubYear","2004"
22224,"location","US"
22224,"author","Ka'opua, Lana Sue I."
22224,"author","Mueller, Charles W."
22225,"article","Assumptions of Asian American Similarity: The Case of Filipino and Chinese American Students."
22225,"journal","Social Work"
22225,"pubYear","2004"
22225,"author","Agbayani-Siewert, Pauline"
22226,"article","Working with Hindu Clients in a Spiritually Sensitive Manner."
22226,"journal","Social Work"
22226,"pubYear","2004"
22226,"location","US"
22226,"author","Hodge, David R."
22227,"article","Race, Place, Space: Meanings of Cultural Competence in Three Child Welfare Agencies."
22227,"journal","Social Work"
22227,"pubYear","2004"
22227,"location","US"
22227,"author","Nybell, Lynn M."
22227,"author","Gray, Sylvia Sims"
22228,"article","Multicultural Development in Human Services Agencies: Challenges and Solutions."
22228,"journal","Social Work"
22228,"pubYear","2004"
22228,"author","Hyde, Cheryl A."
22340,"article","Using social constructionist thinking in training social workers living and working under threat of political violence."
22340,"journal","Social Work"
22340,"pubYear","2003"
22340,"location","Lebanon"
22340,"author","Shamai, Michal"
22341,"article","Client violence toward social workers: The role of management in community mental health programs."
22341,"journal","Social Work"
22341,"pubYear","2003"
22341,"location","US"
22341,"author","Spencer, Patricia C."
22341,"author","Munch, Shari"
22342,"article","Correlates associated with escalation of delinquent behavior in incarcerated youths."
22342,"journal","Social Work"
22342,"pubYear","2003"
22342,"location","US"
22342,"author","Van Dorn, Richard A."
22342,"author","Williams, James Herbert"
22343,"article","Strengths and secondary trauma in family violence work."
22343,"journal","Social Work"
22343,"pubYear","2003"
22343,"location","US"
22343,"author","Bell, Holly"
22344,"article","Stalking: Terrorism at our doors--How social workers can help victims fight back."
22344,"journal","Social Work"
22344,"pubYear","2003"
22344,"location","US"
22344,"author","Spitz, Mary-Ann Leitz"
22345,"article","After Columbine: How people mourn sudden death."
22345,"journal","Social Work"
22345,"pubYear","2003"
22345,"location","US"
22345,"author","Fast, Jonathan D."
22346,"article","School violence in Israel: Findings of a national survey."
22346,"journal","Social Work"
22346,"pubYear","2003"
22346,"location","Israel"
22346,"author","Zeira, Anat"
22346,"author","Astor, Ron Avi"
22346,"author","Benbenishty, Rami"
22347,"article","Fighting for child custody when domestic violence is at issue: Survey of state laws."
22347,"journal","Social Work"
22347,"pubYear","2003"
22347,"location","US"
22347,"author","Levin, Amy"
22347,"author","Mills, Linda G."
22348,"article","Impact of trauma work on social work clinicians: Empirical findings."
22348,"journal","Social Work"
22348,"pubYear","2003"
22348,"location","US"
22348,"author","Cunningham, Maddy"
22448,"article","Open Adoption of Infants: Adoptive Parents' Feelings Seven Years Later."
22448,"journal","Social Work"
22448,"pubYear","2003"
22448,"location","US"
22448,"author","Siegel, Deborah H."
22449,"article","Excavating Our Frames of Mind: The Key to Dialogue and Collaboration."
22449,"journal","Social Work"
22449,"pubYear","2003"
22449,"author","McKee, Margaret"
22450,"article","Finding Meaning in Medical Necessity."
22450,"journal","Social Work"
22450,"pubYear","2003"
22450,"location","US"
22450,"author","Schwartz, Jeffrey"
22450,"author","Weiner, Michael B."
22451,"article","Managing Managed Care through Accreditation Standards."
22451,"journal","Social Work"
22451,"pubYear","2003"
22451,"location","US"
22451,"author","Neuman, Karen M."
22451,"author","Ptak, Margaret"
22452,"article","From Misery to Mission: Forensic Social Workers on Multidisciplinary Mitigation Teams."
22452,"journal","Social Work"
22452,"pubYear","2003"
22452,"location","US"
22452,"author","Guin, Cecile C."
22452,"author","Noble, Dorinda N."
22452,"author","Merrill, Thomas S."
22453,"article","Probation Foster Care as an Outcome for Children Exiting Child Welfare Foster Care."
22453,"journal","Social Work"
22453,"pubYear","2003"
22453,"location","US"
22453,"author","Jonson-Reid, Melissa"
22453,"author","Barth, Richard P."
22454,"article","Social Work and the Law: A Therapeutic Jurisprudence Perspective."
22454,"journal","Social Work"
22454,"pubYear","2003"
22454,"author","Madden, Robert G."
22454,"author","Wayne, Raymie H."
22455,"article","People with Cognitive Disabilities: The Argument from Marginal Cases and Social Work Ethics."
22455,"journal","Social Work"
22455,"pubYear","2003"
22455,"location","Afghanistan"
22455,"author","O'Brien, Gerald V."
22456,"article","Advocating in Schools for Children with Disabilities: What's New with IDEA?"
22456,"journal","Social Work"
22456,"pubYear","2003"
22456,"location","US"
22456,"author","Altshuler, Sandra J."
22456,"author","Kopels, Sandra"
22457,"article","A Model for Interdisciplinary Collaboration."
22457,"journal","Social Work"
22457,"pubYear","2003"
22457,"author","Bronstein, Laura R."
22593,"article","My Strength: A Look Outside the Box at the Strengths Perspective."
22593,"journal","Social Work"
22593,"pubYear","2006"
22593,"author","MacFarlane, Christina D."
22645,"article","El Portal Latino Alzheimer's Project: Model Program for Latino Caregivers of Alzheimer's Disease-Affected People."
22645,"journal","Social Work"
22645,"pubYear","2003"
22645,"location","US"
22645,"author","Aranda, María P."
22645,"author","Villa, Valentine M."
22645,"author","Trejo, Laura"
22645,"author","Ramirez, Rosa"
22645,"author","Ranney, Martha"
22646,"article","Kin and Nonkin Social Supports in a Community Sample of Vietnamese Immigrants."
22646,"journal","Social Work"
22646,"pubYear","2003"
22646,"location","US"
22646,"author","Gellis, Zvi D."
22647,"article","The Criminalization of Domestic Violence: What Social Workers Need to Know."
22647,"journal","Social Work"
22647,"pubYear","2003"
22647,"location","US"
22647,"author","Danis, Fran S."
22648,"article","Reconstructing the Stepfamily: Old Myths, New Stories."
22648,"journal","Social Work"
22648,"pubYear","2003"
22648,"location","US"
22648,"author","Jones, Anne C."
22649,"article","Social Work and Fathers: Child Support and Fathering Programs."
22649,"journal","Social Work"
22649,"pubYear","2003"
22649,"location","US"
22649,"author","Curran, Laura"
22650,"article","International Adoption among Families in the United States: Considerations of Social Justice."
22650,"journal","Social Work"
22650,"pubYear","2003"
22650,"location","US"
22650,"author","Hollingsworth, Leslie Doty"
22651,"article","Understanding and Supporting Parent--Child Relationships during Foster Care Visits: Attachment Theory and Research."
22651,"journal","Social Work"
22651,"pubYear","2003"
22651,"location","US"
22651,"author","Haight, Wendy L."
22651,"author","Kagle, Jill Doner"
22651,"author","Black, James E."
22652,"article","Parents with Serious and Persistent Mental Illness: Issues in Assessment and Services."
22652,"journal","Social Work"
22652,"pubYear","2003"
22652,"author","Ackerson, Barry J."
22653,"article","Child Sexual Abuse: Prevention or Promotion?"
22653,"journal","Social Work"
22653,"pubYear","2003"
22653,"location","US"
22653,"author","Bolen, Rebecca M."
22654,"article","African American Women Living with HIV/AIDS: Families as Sources of Support and of Stress."
22654,"journal","Social Work"
22654,"pubYear","2003"
22654,"location","US"
22654,"author","Owens, Sharon"
22655,"article","Employment and Caregiving: Exploration of African American Caregivers."
22655,"journal","Social Work"
22655,"pubYear","2003"
22655,"location","US"
22655,"author","Bullock, Karen"
22655,"author","Crawford, Sybil L."
22655,"author","Tennstedt, Sharon L."
23049,"article","Beyond Individual Rights and Freedoms: Metaethics in Social Work Research."
23049,"journal","Social Work"
23049,"pubYear","2003"
23049,"location","US"
23049,"author","Antle, Beverley J."
23049,"author","Regehr, Cheryl"
23050,"article","Boundary Issues in Social Work: Managing Dual Relationships."
23050,"journal","Social Work"
