"","articleID","attributes","record"
"2934",16879,"article","Anthropological theories of disability."
"2935",12711,"article","Anthropology of violence: Historical and current theories, concepts, and debates in physical and socio-cultural anthropology."
"2936",119595,"article","Anti-Feminist Backlash and Violence against Women Worldwide"
"2937",122755,"article","Anti-Oppression in Higher Education: Implicating Neo-Liberalism"
"2938",120247,"article","Anti-Oppressive Theory and Practice as the Organizing Theme for Social Work Education: The Case Against"
"2939",120246,"article","Anti-Oppressive Theory and Practice as the Organizing Theme for Social Work Education: The Case in Favour"
"2940",25209,"article","Anti-anxiety medications: A review for social workers."
"2941",16574,"article","Anti-criminogenic impacts of culture on female gang formation: The case of Islam."
"2942",36995,"article","Anti-discriminatory practice in practice: student placement experiences as an aid to learning."
"2943",25090,"article","Anti-discriminatory practice: Pedagogical struggles and challenges."
"2944",21568,"article","Anti-oppressive Social Work Practice with Women in Prison: Discursive Reconstructions and Alternative Practices."
"2945",14635,"article","Anti-oppressive practice and social work students' portfolios in Scotland."
"2946",17975,"article","Anti-oppressive practice in mental health."
"2947",18058,"article","Anti-oppressive practices with chronic pain sufferers."
"2948",49559,"article","Anti-oppressive research in social work: a preliminary definition."
"2949",12129,"article","Anti-oppressive social work research: Reflections on power in the creation of knowledge."
"2950",17258,"article","Anti-poverty practice and the changing world of credit unions: New tools for social workers."
"2951",37690,"article","Anti-racist perspectives: what are the gains for social work?"
"2952",21314,"article","Anti-racist/Anti-oppressive Social Work Practice in Northern Rural Communities: Challenges and Considerations."
"2953",20982,"article","Anticipated and Experienced Changes in Activities After Husbands Retire."
"2954",12578,"article","Anticipating challenges: School-based social work intervention research."
"2955",19100,"article","Anticipating relocation: Concerns about moving among NORC residents."
"2956",26541,"article","Anticipatory grief and AIDS: Strategies for intervening with caregivers."
"2957",948,"article","Anticipatory grief and Alzheimer's disease: Strategies for intervention."
"2958",14118,"article","Anticipatory guidance: A hospital-based intervention for adolescents with perinatal loss."
"2959",2066,"article","Anticipatory mourning of middle-aged parents of adult children with AIDS."
"2960",22710,"article","Antiracism discourse: The ideological circle in a child world."
"2961",85145,"article","Antisocial and Prosocial Teasing Among Children: Perceptions and Individual Differences."
"2962",90085,"article","Antisocial and prosocial correlates of classroom social positions: The social network centrality perspective."
"2963",25435,"article","Antonovsky's sense of coherence concept: An instrument for primary prevention in social work services."
"2964",21376,"article","Anxiety Expereinced by Foundation-Year MSW Students Entering Field Placement: Implications for Admissions, Curriculum, and Field Education."
"2965",26604,"article","Anxiety about aging: A neglected dimension of caregivers' experiences."
"2966",15882,"article","Anxiety and child protection: Implications for practitioner−parent relations."
"2967",2525,"article","Anxiety and isolation in siblings of pediatric cancer patients: The need for prevention."
"2968",57589,"article","Anxiety and performance in an MSW research and statistics course."
"2969",14226,"article","Anxiety and related symptoms in older persons with dementia: Directions for practice."
"2970",15481,"article","Anxiety in adolescence: The integration of attachment and neurobiological research into clinical practice."
"2971",54253,"article","Anxiety levels, group characteristics, and members' behavior in the termination stage of support groups for patients recovering from heart attacks."
"2972",24953,"article","Anxiety levels, group characteristics, and members' behaviors in the termination stage of support groups for patients recovering from heart attacks."
"2973",57196,"article","Anxiety preceding field work: what students worry about."
"2974",12526,"article","Anxiety, defences and the primary task in integrated children's services: Enhancing inter-professional practice."
"2975",899,"article","Anxious attachment in adulthood: Therapeutic implications."
"2976",25965,"article","Anxious exposure: A cross-cultural critique of a cross-cultural treatment."
"2977",79068,"article","Anxious solitude, unsociability, and peer exclusion in middle childhood: A multitrait—multimethod matrix."
"2978",80546,"article","Anxiousness, frustration, and effortful control as moderators of the relation between parenting and adjustment in middle-childhood."
"2979",46232,"article","Anything goes? Science and social constructions in competing discourses."
"2980",10657,"article","Apologies for forced adoption practices: Implications for contemporary intercountry adoption."
"2981",15471,"article","Appalachian women: A study of resiliency assets and cultural values."
"2982",39302,"article","Appealing for children's health care: conflicts between mothers and officials in the 1930s."
"2983",82703,"article","Appearance Culture in Nine- to 12-Year-Old Girls: Media and Peer Influences on Body Dissatisfaction."
"2984",11398,"article","Applicability of Amartya Sen’s human development perspectives to the fields of reproductive health and social work."
"2985",16334,"article","Applicability of family therapy for Chinese children and adolescents suffering from anorexia nervosa in a Chinese context: A preliminary study."
"2986",19248,"article","Applicants' understanding of Wisconsin's TANF program and its relationship to other programs for low income families."
"2987",37623,"article","Application cards: a classroom technique for teaching social work practice."
"2988",11727,"article","Application of E-therapy programs to the social work practice."
"2989",36306,"article","Application of Modernism/Postmodernism and Discussion/Dialogue to Colleague Interaction."
"2990",118960,"article","Application of Qualitative Research Methodology for Developing Social Work Practice Models"
"2991",24412,"article","Application of Rasch analysis: Exploring differences in depression between African-American and White children."
"2992",35717,"article","Application of Web-based learning in teaching social work law."
"2993",59235,"article","Application of homelessness to teaching social work foundation content."
"2994",180,"article","Application of single-session groups in working with Vietnamese refugees in Hong Kong."
"2995",18575,"article","Application of social constructionist principles in field practice teaching in a Chinese context."
"2996",22741,"article","Application of the Kindling Hypothesis to the Long-Term Effects of Racism."
"2997",120016,"article","Application of the Need and Asset Model to Church-Based HIV/AIDS Prevention and Control"
"2998",12370,"article","Application of theory to family-centered care: A role for social workers."
"2999",1924,"article","Application of time-series designs to the evaluation of social services program initiatives: The Recycling Fund Concept."
"3000",109146,"article","Application review of Genogram Analytics, Demo Version."
"3001",49751,"article","Applications of a capability approach to disability and the International Classification of Functioning, Disability and Health (ICF) in social work practice."
"3002",40318,"article","Applications of boundary theory to the concept of service integration in the human services."
"3003",26839,"article","Applications of perceived control to cancer: An overview of theory and measurement."
"3004",58848,"article","Applications of qualitative research: let the work begin."
"3005",989,"article","Applications of reward structures in social group work."
"3006",11828,"article","Applications of situated learning to foster communities of practice."
"3007",14732,"article","Applications to social work programmes in England: Students as consumers?"
"3008",54350,"article","Applying Bandura's theory of self-efficacy to the teaching of research."
"3009",122201,"article","Applying Ethical Standards to Research and Evaluations Involving Lesbian, Gay, Bisexual, and Transgender Populations"
"3010",20567,"article","Applying Rawlsian social justice to welfare reform: An unexpected finding for social work."
"3011",19296,"article","Applying Research to Making Life-Affecting Judgments and Decisions."
"3012",25139,"article","Applying Stolorow's theory of intersubjectivity to Hendrix's Imago techniques."
"3013",34434,"article","Applying a Stress and Resiliency Framework for Teaching Adult Development and Aging throughout the Social Work Undergraduate-Level Curriculum."
"3014",53930,"article","Applying a community needs profiling approach to tackling service user poverty."
"3015",25472,"article","Applying a conflict resolution framework to disputes in managed care."
"3016",11220,"article","Applying a mobilities paradigm to a return to social work programme."
"3017",25322,"article","Applying a strengths-based approach in working with people with developmental disabilities and their families."
"3018",39578,"article","Applying a strengths-based practice approach in working with people with developmental disabilities and their families."
"3019",19074,"article","Applying a theory of expertise in health social work administration and practice in Australia."
"3020",22083,"article","Applying an Ecological Framework to Understanding Drug Addiction and Recovery."
"3021",13625,"article","Applying appreciative inquiry in building capacity in a nongovernmental organization for youths: An example from Soweto, Gauteng, South Africa."
"3022",36908,"article","Applying child support guidelines: users versus nonusers of child support enforcement services."
"3023",2010,"article","Applying clinical trials in social work practice."
"3024",16743,"article","Applying complexity and emergence in social work education."
"3025",16806,"article","Applying cultural competency in clinical practice: Findings from multicultural experts' experience."
"3026",16100,"article","Applying diffusion of innovation theory to intervention development."
"3027",85724,"article","Applying group support systems in social work education and practice."
"3028",31666,"article","Applying health determinants and dimensions in social work practice."
"3029",16303,"article","Applying hierarchical linear modeling (HLM) to social work administration research."
"3030",10465,"article","Applying inoculation theory to the study of recidivism reduction in criminal prison inmates."
"3031",45169,"article","Applying learner-centered principles to teaching human behavior in the social environment in a baccalaureate program."
"3032",20944,"article","Applying narrative analysis to the process of confirming or disregarding cases of suspected sexual abuse."
"3033",14726,"article","Applying post-structuralist ideas to empowerment: Implications for social work education."
"3034",17396,"article","Applying randomized controlled trials and systematic reviews in social work research."
"3035",26258,"article","Applying single-case evaluation methodology in a British social work agency."
"3036",14970,"article","Applying social work approaches, harm reduction, and practice wisdom to better serve those with alcohol and drug use disorders."
"3037",15804,"article","Applying the 'experience-near' principle to research: Psychoanalytically informed methods."
"3038",11192,"article","Applying the ICF-CY to identify children's everyday life situations: A step towards participation‐focused code sets."
"3039",17875,"article","Applying the National Quality Forum Preferred Practices for Palliative and Hospice Care: A social work perspective."
"3040",262,"article","Applying the codependency model to a group for families of obsessive-compulsive people."
"3041",1570,"article","Applying the congruence model to an alcoholic family in a multiproblem context."
"3042",17887,"article","Applying the generalist model of social work practice for a Catholic Church Parish Team."
"3043",48033,"article","Appointment choice and outcome at a supported employment agency."
"3044",22512,"article","Appraisal and coping? Moderators or mediators of stress in Alzheimer's disease caregivers?"
"3045",10862,"article","Apprehensions and expectations of the adoption of systematically planned, outcome-oriented practice."
"3046",40286,"article","Approaches to case management supervision."
"3047",55674,"article","Approaches to the incorporation of diversity: implications for the inclusive curriculum."
"3048",119565,"article","Approaching Migrant Youth Marginalization through the Capabilities Approach: Methodological Proposals"
"3049",29473,"article","Approaching drinking problems in single male clients receiving social assistance."
"3050",15120,"article","Approaching practice research in theory and practice."
"3051",18405,"article","Approaching the transition to adulthood: Distinctive profiles of adolescents aging out of the child welfare system."
"3052",119845,"article","Appropriate Methodologies for Studying Sexual Behaviour in India"
"3053",16895,"article","Appropriate bereavement practice after the death of a Native American child."
"3054",16628,"article","Appropriate therapeutic care for families with pre-pubescent transgender/gender-dissonant children."
"3055",485,"article","Appropriate use of the Child Abuse Potential Inventory in a Big Brothers/Big Sisters agency."
"3056",17842,"article","Appropriateness of the helpline as a mode of service delivery in minority communities: The case of the Arab population in Israel."
"3057",34452,"article","Approved Social Work Training in Northern Ireland: Using Research to Examine Competence‐based Learning and Influence Policy Change."
"3058",13344,"article","Arab American women, mental health, and feminism."
"3059",45401,"article","Arab mothers' involvement with their offspring with severe intellectual disabilities after placement in institutional care."
"3060",119631,"article","Are Adolescents at Mental Health Risk in Single Parent Families?"
"3061",120936,"article","Are Advanced Standing and Two-Year Program MSW Students Equivalently Prepared? A Comparison of BSW Licensure Examination Scores"
"3062",50670,"article","Are Baccalaureate level social workers who graduate from accredited BSW programs prepared to enter into positions working in alcohol and other drug treatment programs?"
"3063",21256,"article","Are Barriers to Service and Parental Preference Match for Service Related to Urban Child Mental Health Service Use?"
"3064",118478,"article","Are Checks and Balances in MGNREGS Effective?"
"3065",86113,"article","Are Children More Angered and Distressed by Man-Child than Woman-Child Arguments and by Interadult versus Adult-Child Disputes?"
"3066",119811,"article","Are Educated Unemployed Youth in India Externally Oriented?"
"3067",120037,"article","Are Information, Motivation, and Behavioral Skills Linked with HIV-Related Sexual Risk Among Young Men Who Have Sex with Men?"
"3068",121137,"article","Are Respite Care and Group Services Useful in Supporting Vulnerable Families? Results of a Demonstration Project"
"3069",122404,"article","Are There Differing Patterns of Health Care Access and Utilization Among Male Sexual Minorities in the United States"
"3070",22958,"article","Are They Grieving? A Qualitative Analysis Examining Grief in Caregivers of Individuals with Alzheimer's Disease."
"3071",19662,"article","Are We Ignoring Youths with Disabilities in Foster Care? An Examination of Their School Performance."
"3072",23026,"article","Are We Parent-Friendly? Views of Parents of Children With Emotional and Behavioral Disabilities."
"3073",121081,"article","Are We Really Listening? Beyond the Official Discourse on Needs of Old People"
"3074",35158,"article","Are Welfare Sanctions Working as Intended? Welfare Receipt, Work Activity, and Material Hardship among TANF-Recipient Families."
"3075",22422,"article","Are Young People in Correctional Institutions Different from Community Students Who Have Never Been Convicted?: Differences in Internalizing and Externalizing Behaviours."
"3076",11682,"article","Are all consumer-operated programs empowering self-help agencies?"
"3077",17078,"article","Are at-risk parents getting what they need? Perspectives of parents involved with child protective services."
"3078",14182,"article","Are attendance gains sustained? A follow-up on the educational and child welfare outcomes of students with child welfare involvement for educational neglect."
"3079",50959,"article","Are barriers to service and parental preference match for services related to urban child mental health service use?"
"3080",1909,"article","Are borderline clients underidentified in social agencies?"
"3081",11624,"article","Are children's grief camps effective?"
"3082",26525,"article","Are culturally sophisticated agencies better workkplaces for social work staff and administrators?"
"3083",41004,"article","Are culturally sophisticated agencies better workplaces for social work staff and administrators?"
"3084",47096,"article","Are curriculum decisions based on the evidence? How social work faculty members make choices in curriculum decisions."
"3085",17732,"article","Are girls really becoming more violent? A critical analysis."
"3086",11346,"article","Are housing first programs effective? A research note."
"3087",23076,"article","Are mainstream programs for juvenile delinquency less effective with minority youth than majority youth? A meta-analysis of outcomes research."
"3088",26539,"article","Are mental illnesses biological diseases?  Some public policy implications."
"3089",13824,"article","Are social service managers encouraging consumer participation in decision making in organizations?"
"3090",45167,"article","Are social work educators bullies? Student perceptions of political discourse in the social work classroom."
"3091",42901,"article","Are social work ethics compromised?"
"3092",116,"article","Are social work journal editorial boards competent? Some disquieting data with implications for research on social work practice."
"3093",59220,"article","Are social workers sexually biased in their evaluations of supervisors?"
"3094",11615,"article","Are strong work-first welfare policies aligned with generous child care provisions? What states are doing and the implications for social work."
"3095",22611,"article","Are the Educational Needs of Children in Foster Care Being Addressed?"
"3096",24133,"article","Are the Effects of Religion on Crime Mediated, Moderated, and Misrepresented by Inappropriate Measures?"
"3097",48561,"article","Are the International and National Codes of Ethics for Social Work in the UK as useful as a chocolate teapot?"
"3098",122525,"article","Are the Needs of Single Parents Serving in the Air Force Being Met?"
"3099",79070,"article","Are the competent the morally good? Perspective taking and moral motivation of children involved in bullying."
"3100",843,"article","Are the rights of people with mental illness still important?"
"3101",39349,"article","Are there really deadbeat dads? the relationship between ability to pay, enforcement, and compliance in nonmarital child support cases."
"3102",26130,"article","Are touchscreen computer surveys acceptable to medical oncology patients?"
"3103",39249,"article","Are we lying to ourselves about deception?"
"3104",53223,"article","Are we teaching critical thinking in the classroom?"
"3105",17959,"article","Are women faculty just 'worrywarts?' Accounting for gender differences in self-reported stress."
"3106",11701,"article","Are working children’s rights and child labour abolition complementary or opposing realms?"
"3107",52448,"article","Are young people in correctional institutions different from community students who have never been convicted? Differences in internalizing and externalizing behaviors."
"3108",14499,"article","Aren't they just black kids? Biracial children in the child welfare system."
"3109",13553,"article","Arguing with myself: Thoughts on taking an integrative approach."
"3110",42660,"article","Arguments for Family Strengths Research."
"3111",33681,"article","Ariel's Legacy: Grieving the Unborn."
"3112",16912,"article","Arkansas IDA programs: Examining asset retention and perceptions of well-being."
"3113",10751,"article","Army social work: Helping at-risk soldiers come home."
"3114",40803,"article","Around the world with social group work: knowledge and research contributions."
"3115",120420,"article","Arranged Marriage, Dowry and Migration: A Risky Combination for Hindu Women"
"3116",57582,"article","Arrangements for paying for care in independent homes for elderly people."
"3117",11535,"article","Art in group work as an anchor for integrating the micro and macro levels of intervention with incest survivors."
"3118",4758,"article","Art therapy and writing with deaf children."
"3119",12267,"article","Art, potential space, and psychotherapy: A museum workshop for licensed clinical social workers."
"3120",2258,"article","Arthritis disability, depression, and life satisfaction among Black elderly people."
"3121",17528,"article","Arthritis pain."
"3122",40970,"article","Articulating a “new nationalism” in American social policy."
"3123",122064,"article","Articulation Agreements between Social Work Diploma and Degree Programs in English Canada"
"3124",4929,"article","Artificial intelligence: An aide in child protective service caseload control systems."
"3125",18219,"article","Arts based learning in restorative youth justice: Embodied, moral and aesthetic."
"3126",35343,"article","As I am Now: My Professional Journey."
"3127",19344,"article","As a young child's parent dies: Conceptualizing and constructing preventive interventions."
"3128",47247,"article","Ashley's case: The ethics of arresting the growth of children with serious disability."
"3129",24365,"article","Asian American adolescents' academic achievement: A look behind the model minority image."
"3130",55106,"article","Asian American experiences: a view from the other side."
"3131",1933,"article","Asian American immigrants: A comparison of the Chinese, Japanese, and Filipinos."
"3132",22888,"article","Asian Americans and Mental Health Services: A Study of Utilization Patterns in the 1990s."
"3133",2891,"article","Asian Americans and the myth of the model minority."
"3134",22523,"article","Asian Carers' Experiences of Medical and Social Care: The Case of Cerebral Palsy."
"3135",20830,"article","Asian Carers' Perceptions of Care Assessment and Support in the Community."
"3136",118892,"article","Asian Challenges to Globalisation of Social Work Education"
"3137",46780,"article","Asian Community Mental Health Services at 35: A pioneering ethnic organization (1973-2008)."
"3138",21198,"article","Asian Indian Immigrant Women: A Theoretical Perspective on Mental Health."
"3139",119200,"article","Asian Indian Women and Feminism: A Double-Edged Sword?"
"3140",12374,"article","Asian Indians and depressive symptoms: Reframing mental health help-seeking behavior."
"3141",41146,"article","Asian and Pacific Island elders: issues for social work practice and education."
"3142",25576,"article","Asian and Pacific Islander cultural values: Considerations for health care decision making."
"3143",19030,"article","Asian social workers' perceptions of glass ceiling, organizational fairness and career prospects."
"3144",55109,"article","Asian-American elderly: a review of the quality of life and social service needs."
"3145",55108,"article","Asian-American women: an understudied minority."
"3146",49414,"article","Ask a silly question, get a silly answer: community participation, entry points and the demystification of planning."
"3147",36514,"article","Askanim: Informal Helpers and Cultural Brokers as a Bridge to Secular Helpers for the Ultra-Orthodox Jewish Communities of Israel and Canada."
"3148",22018,"article","Asking About Sexual Orientation During Assessment for Drug and Alcohol Concerns: A Pilot Study."
"3149",19904,"article","Asking the customer: Exploring consumers' views in the generation of social work practice standards."
"3150",121916,"article","Asombro ante el mundo y sentido de la vida en Wittgenstein"
"3151",46906,"article","Aspects concerning the integration of women granted a form of protection on the Romanian labor market."
"3152",47937,"article","Aspects of building Roma families. Case study: The community of Garcin, department of Brasov."
"3153",44974,"article","Aspects of burnout among professionals."
"3154",24959,"article","Aspects of foster fathering."
"3155",47739,"article","Aspects of social and vocational exclusion regarding adults with chronic mental health problems."
"3156",24232,"article","Aspects of the early life histories of social workers in private practice: From marginality to reflective practice."
"3157",21106,"article","Asperger's Syndrome: An Enigma for Social Work."
"3158",25445,"article","Assembling pieces in the diversity puzzle: A field model."
"3159",54393,"article","Assertiveness and field education: an exploratory study."
"3160",29011,"article","Assessing Academic Advising: A Developmental Approach."
"3161",23204,"article","Assessing African American Spirituality With Spiritual Ecomaps."
"3162",82702,"article","Assessing Attachment Security at Age Three: Q-sort Home Observations and the MacArthur Strange Situation Adaptation."
"3163",12150,"article","Assessing BSW student direct practice skill using standardized clients and self-efficacy theory."
"3164",22848,"article","Assessing Changes in Employees' Perceptions of Leadership Behavior, Job Design, and Organizational Arrangements and Their Job Satisfaction and Commitment."
"3165",21853,"article","Assessing Client Change in Individual and Family Counseling."
"3166",120178,"article","Assessing Clients' Progress through a Permanency Planning Program"
"3167",122920,"article","Assessing Community Needs of Sexual Minority Youths: Modeling Concept Mapping for Service Planning"
"3168",19720,"article","Assessing Fitness to Practise and Managing Work-based Placement."
"3169",122108,"article","Assessing Health and Social Service Needs in the GLB Population: The Norwegian Experience"
"3170",18811,"article","Assessing Intermediate Outcomes of a Faith-Based Residential Prisoner Reentry Program."
"3171",12359,"article","Assessing PTSD and resilience for females who during childhood were exposed to domestic violence."
"3172",21537,"article","Assessing Psychological Separation and Academic Performance in Nonresident-Father and Resident-Father Adolescent Boys."
"3173",21655,"article","Assessing Recent Textbooks and Casebooks in Human Service Administration: Implications and Future Directions."
"3174",119155,"article","Assessing Reflective Practice: New Research Findings"
"3175",34431,"article","Assessing Skills, Attitudes, and Knowledge in Gerontology: The Results of an Infused Curriculum Project."
"3176",22021,"article","Assessing Social Work's Contribution to Controlled Outcome Studies in the Alcohol Dependence Treatment Literature."
"3177",22020,"article","Assessing Social Work's Contribution to Controlled Studies of Adolescent Substance Abuse Treatment."
"3178",40317,"article","Assessing a family-centered neighborhood service agency: the Del Paso Heights model."
"3179",12943,"article","Assessing a measure of femininity ideology for low-income, Latina adolescent girls."
"3180",18122,"article","Assessing a self-report health measure for non-English-speaking elders: Issues in using the SF-36 Health Survey."
"3181",1904,"article","Assessing adolescent parents and their infants: Individualized family service planning."
"3182",17455,"article","Assessing adolescents who threaten homicide in schools."
"3183",17456,"article","Assessing adolescents who threaten homicide in schools: A recent update."
"3184",1715,"article","Assessing adoptions in difficulty."
"3185",2171,"article","Assessing an adult mental health clinic for age-related issues."
"3186",12816,"article","Assessing an interdisciplinary health care model: The Governor's Wellmobile Program."
"3187",18236,"article","Assessing and changing organizational culture and climate for effective services."
"3188",852,"article","Assessing and changing self-concept: Guidelines from the memory system."
"3189",37126,"article","Assessing and promoting quality in kin and nonkin foster care."
"3190",1999,"article","Assessing assessment in social work."
"3191",23431,"article","Assessing beginning social work and counseling students' acceptance of lesbians and gay men."
"3192",19320,"article","Assessing capacity for self-care among HIV-positive heads of household: Bilingual validation of the Parental Self-Care Scale."
"3193",74798,"article","Assessing capacity to make decisions about long-term care needs: Ethical perspectives and practical challenges in hospital social work."
"3194",1718,"article","Assessing child protection risk."
"3195",52160,"article","Assessing child well-being in non-relative foster care with a new outcome measurement tool."
"3196",24540,"article","Assessing children's experiences of out-of-home care: Methodological challenges and opportunities."
"3197",377,"article","Assessing children's visitation needs with divorced noncustodial fathers."
"3198",39687,"article","Assessing client strengths."
"3199",804,"article","Assessing client strengths: Clinical assessment for client empowerment."
"3200",314,"article","Assessing clinical progress: A case study of Daryl."
"3201",17485,"article","Assessing critical thinking: The use of literature in a policy course."
"3202",39416,"article","Assessing danger to others in clinical social work practice."
"3203",22737,"article","Assessing depression in childhood and adolescence: A guide for social work practice."
"3204",18263,"article","Assessing depression in latency-age children: A guide for school social workers."
"3205",25191,"article","Assessing dual diagnosis in an acute in-patient psychiatric unit."
"3206",15962,"article","Assessing effects of Food Stamp Program participation on child food security in vulnerable households: Do informal supports matter?"
"3207",15842,"article","Assessing elder mistreatment: Instrument development and implications for adult protective services."
"3208",18672,"article","Assessing families and other client systems in community-based programmes: Development of the CALF."
"3209",40439,"article","Assessing family access to basic resources: an essential component of social work practice."
"3210",54075,"article","Assessing generalist problem-solving skills: an outcome measure."
"3211",19493,"article","Assessing graduating BSW field students' preparation for generalist practice."
"3212",13749,"article","Assessing health care needs among street homeless and transitionally housed adults."
"3213",14737,"article","Assessing knowledge assets: Knowledge audit of a social service organization in Hong Kong."
"3214",14745,"article","Assessing long-term outcomes of an intervention designed for pregnant incarcerated women."
"3215",13381,"article","Assessing low‐income African‐American pre‐schoolers' behaviour problems in relationship to community violence, inter‐partner conflict, parenting, informal social support and social skills."
"3216",2990,"article","Assessing marital change during the transition to parenthood."
"3217",18922,"article","Assessing model fidelity in two family group decision-making programs: Is this child welfare intervention being implemented as intended?"
"3218",2197,"article","Assessing models of case management: An empirical approach."
"3219",17213,"article","Assessing mothers' and fathers' authoritarian attitudes: The psychometric properties of a brief survey."
"3220",23320,"article","Assessing needs for rural child welfare work in the United States when mothers have mental illness."
"3221",52580,"article","Assessing non-use of social assistance."
"3222",19134,"article","Assessing organizational effectiveness in human service organizations: An empirical review of conceptualization and determinants."
"3223",20365,"article","Assessing parenting behaviors across racial groups: Implications for the child welfare system."
"3224",25584,"article","Assessing parenting skills through role-play: Development and reliability."
"3225",14792,"article","Assessing policy effects on enrollment in early childhood education and care."
"3226",25585,"article","Assessing post-traumatic stress disorder in children: Diagnostic and measurement strategies."
"3227",19154,"article","Assessing power and control differentials: Understanding dysfunctional agency from the client's perspective."
"3228",48145,"article","Assessing practitioner's knowledge of evaluation: Initial psychometrics of the practice evaluation knowledge scale."
"3229",18529,"article","Assessing progress toward accreditation related objectives: Evidence regarding the use of self-efficacy as an outcome in the advanced concentration research curriculum."
"3230",56694,"article","Assessing quality in residential child care."
"3231",23227,"article","Assessing quality within the Swedish social services."
"3232",11307,"article","Assessing resilience: A review of measures across the life course."
"3233",12005,"article","Assessing short-term outcomes of an intervention for women convicted of violent crimes."
"3234",23436,"article","Assessing sibling attachment in the face of placement issues."
"3235",16799,"article","Assessing social work field education: Towards standardising fieldwork assessment in New Zealand."
"3236",14092,"article","Assessing student perception of practice evaluation knowledge in introductory research methods."
"3237",59070,"article","Assessing student performance in field instruction."
"3238",15799,"article","Assessing student social workers' professional suitability: Comparing university procedures in England."
"3239",54392,"article","Assessing students' values in an era of change."
"3240",23121,"article","Assessing suitability of MSW applicants through objective scoring of personal statements."
"3241",21263,"article","Assessing the Barriers to Achieving Genuine Housing Choice for Adults with a Learning Disability: The Views of Family Carers and Professionals."
"3242",20543,"article","Assessing the Cultural Needs of Older Lesbians and Gay Men: Implications for Practice."
"3243",36579,"article","Assessing the Effect of Family-Centered Out-of-Home Care on Reunification Outcomes."
"3244",120513,"article","Assessing the Impact of Managed Care on Field Education in Schools of Social Work"
"3245",20318,"article","Assessing the Perceptions of Program Providers for Serving Children With Genetic Disorders and Their Families."
"3246",120879,"article","Assessing the Psychosocial Well-Being of African American Gays: A Multidimensional Perspective"
"3247",17170,"article","Assessing the adaptive behavior of youths: Multicultural responsivity."
"3248",10531,"article","Assessing the attitudes substance abuse professionals have toward 12-step culture: Preliminary results."
"3249",77248,"article","Assessing the concept of the ‘insecure‐other’ category in the Cassidy–Marvin scheme: Changes between 4 and 6 years in the English and Romanian adoptee study."
"3250",2060,"article","Assessing the drug-involved client."
"3251",19627,"article","Assessing the educational achievements of adults who were formerly placed in family foster care."
"3252",20021,"article","Assessing the effectiveness of faith-based programs: A local network perspective."
"3253",15216,"article","Assessing the family functioning of inner-city African-American families living with schizophrenia with the McMaster Family Assessment Device."
"3254",18264,"article","Assessing the functioning of schools as learning organizations."
"3255",13989,"article","Assessing the health perspectives of unique populations of adolescents: A focus group study."
"3256",2549,"article","Assessing the help provided by caregivers of the impaired elderly: Do assessor values make a difference?"
"3257",27298,"article","Assessing the imagery of cancer: The Cancer Metaphors Test."
"3258",122448,"article","Assessing the impact and implications for social workers of an innovative children's services programme aimed to support workforce reform and integrated working"
"3259",20469,"article","Assessing the impact of community programmes working with children and families in disadvantaged areas."
"3260",25876,"article","Assessing the impact of community violence on children and youths."
"3261",19227,"article","Assessing the impact of father-absence from a psychoanalytic perspective."
"3262",13912,"article","Assessing the impact of ongoing national terror: Social workers in Israel."
"3263",1476,"article","Assessing the impact of serving the long-term mentally disabled homeless."
"3264",23164,"article","Assessing the impact of social factors on the mental health of Chinese at risk adolescents in Hong Kong."
"3265",39331,"article","Assessing the impact of two residential programs for dually diagnosed homeless individuals."
"3266",1568,"article","Assessing the incestuous family's readiness for reconstitution."
"3267",15652,"article","Assessing the influence of religious beliefs and practices on parenting capacity: The challenges for social work practitioners."
"3268",17184,"article","Assessing the moderating effects of depressive symptoms on antisocial behavior among urban youth in public housing."
"3269",17803,"article","Assessing the needs of low-income parents who owe child support: Where can the social workers make a difference?"
"3270",14980,"article","Assessing the needs of older gay, lesbian, bisexual, and transgender people: A service-learning and agency partnership approach."
"3271",17091,"article","Assessing the needs of traumatized children to improve outcomes."
"3272",10502,"article","Assessing the participation of women in microfinance institutions: Evidence from a multinational study."
"3273",25168,"article","Assessing the perceived needs of patients attending an outpatient melanoma clinic."
"3274",23045,"article","Assessing the practical and psychosocial needs of rural women with early breast cancer in Australia."
"3275",50395,"article","Assessing the quality of knowledge in social care: exploring the potential of a set of generic standards."
"3276",27408,"article","Assessing the quality of life of cancer patients: Practical issues in study implementation."
"3277",12193,"article","Assessing the relationship between physical fitness activities, cognitive health, and quality of life among older cancer survivors."
"3278",969,"article","Assessing the responsiveness of health services to ethnic minorities of color."
"3279",24869,"article","Assessing the satisfaction of older adults with long-term care services: Measurement and design challenges for social work."
"3280",17500,"article","Assessing the service needs of seniors: Bermuda's service providers."
"3281",26242,"article","Assessing the utility of the Drug Abuse Screening Test in the workplace."
"3282",25101,"article","Assessing the validity and reliability of well-being and stress in family caregivers."
"3283",21129,"article","Assessing tradition in Chinese elders living in a changing social environment: Implications for social work practice."
"3284",12837,"article","Assessing transfer-of-learning potential with human services professionals."
"3285",15524,"article","Assessing trauma, substance abuse, and mental health in a sample of homeless men."
"3286",11249,"article","Assessing use of the Standards for Social Work Practice with Groups by school social workers: A national study."
"3287",1881,"article","Assessing violent couples."
"3288",24404,"article","Assessing willingness to care for persons with AIDS: Validation of a new measure."
