"articleID","attributes","record"
16764,"article","Examination of a psychoeducational intervention and a respite grant in relieving psychosocial stressors associated with being an Alzheimer's caregiver."
16608,"article","Examining the curricula for entry-level social workers in aging-related fields."
50067,"article","Examining the lives and needs of child-only recipient kinship caregivers: heroes stepping up to help children."
913,"article","Existential social work practice with the aged: Theory and practice."
13178,"article","Expanding the role of long-term care social workers: Assessment and intervention related to urinary incontinence."
16299,"article","Experiences of aging among immigrants from India to the United States: Social work practice in a global context."
19052,"article","Experiences of rural male caregivers of older adults with their informal support networks."
13412,"article","Exploring the dynamics of middle-aged and older adult residents' perceptions of neighborhood safety."
14529,"article","Exploring the nature of same-sex relationships."
47108,"article","Exploring the natures of same-sex relationships."
48038,"article","Exploring the relationship between religiosity and political ideology among social worker."
11863,"article","Exploring “home” through residents’ lenses: Assisted living facility residents identify homelike characteristics using photovoice."
23558,"article","Facilitating future planning for ageing adults with intellectual disabilities using a planning tool that incorporates quality of life domains."
15840,"article","Facilitating transition from hospital stay to nursing home admission: A hospital-based long-term care ombudsman program."
23562,"article","Facilitating transition: Elements of successful case management practice for older parents of adults with intellectual disability."
25226,"article","Factors associated with depression and low life satisfaction in the low-income, frail elderly."
21134,"article","Factors associated with the positive well-being of grandparents caring for their grandchildren."
25227,"article","Factors contributing to job quality and satisfaction among ethnically diverse, lower income, elderly part-timers."
46422,"article","Factors that impact service delivery to individuals living with HIV/AIDS in rural northeastern Texas."
25233,"article","Factors that influence elders' decisions to formulate advance directives."
17520,"article","Familial caregivers of older adults."
55552,"article","Families and the institutionalized elderly."
26573,"article","Families and the institutionalized elderly: A review."
24714,"article","Families and the nursing home environment: Adaptation in a group context."
22998,"article","Families that care: A qualitative study of families engaged in the provision of elder care."
22116,"article","Family and Social Work Roles in the Long-Term Care Facility."
25687,"article","Family caregivers and in-home respite options: The consumer-directed versus agency-based experience."
17725,"article","Family councils in nursing facilities: Strategies for effective participation."
16521,"article","Family influence on caregiver resistance, efficacy, and use of services in family elder care."
14134,"article","Family perspectives on the hospice experience in adult family homes."
38548,"article","Family preservation and elders."
24334,"article","Family services—The newest member of your team."
1333,"article","Family support groups for male caregivers: Benefits of participation."
38725,"article","Family support groups for male caregivers: benefits participation."
52582,"article","Family system of help and aid against the background of social transformation."
25236,"article","Family treatment of older adults who misuse alcohol: A strengths perspective."
12427,"article","Family well-being concerns of grandparents in skipped generation families."
22855,"article","Fear of Crime Among the Elderly: An Analysis of Mental Health Issues."
33526,"article","Filipinas as Residential Long-Term Care Providers: Influence of Cultural Values, Structural Inequity, and Immigrant Status on Choosing This Work."
16298,"article","Financial abuse in elderly Korean immigrants: Mixed analysis of the role of culture on perception and help-seeking intention."
25222,"article","Financial strain and depressive symptoms among Hong Kong Chinese Elderly: A longitudinal study."
12784,"article","Five years later: Resiliency among older adult survivors of hurricane Katrina."
14543,"article","Forgiveness in late life."
26648,"article","Formal and informal confidants and well-being of British aged."
2086,"article","Formal and informal interaction between area agencies on aging and departments of social services: Implications for practice."
1391,"article","Formal and informal support among elderly in a rural setting in Sweden."
38562,"article","Forming intergenerational program networks."
1467,"article","Frail elderly clients with personality disorders: A challenge for social work."
37190,"article","Frail older persons in nutrition supplement programs: a comparative study of African American, Asian American, and Hispanic participants."
1386,"article","Frequency of senior center use: A preliminary test of two models of senior center participation."
25224,"article","Friendship across the life cycle: A support group for older women."
14214,"article","From interviewers to friendly visitors: Bridging research and practice to meet the needs of low-income Latino seniors."
38570,"article","From issues to actions."
13180,"article","From person-centered to relational care: Expanding the focus in residential care facilities."
26205,"article","Functional status of the non-institutionalized elderly in Sweden."
22807,"article","Future training and education recommendations for rural gerontological social workers."
22097,"article","Gay, Lesbian, and Bisexual Elders: Expressed Needs and Concerns Across Focus Groups."
505,"article","Gender differences in adjustment to nursing home care."
10837,"article","Generational differences in Japanese Americans' preferred senior service environments."
26166,"article","Generations learning together."
20750,"article","Geriatric Care Management: Spiritual Challenges."
20068,"article","Geriatric Enrichment: Guaranteeing a Place for Aging in the Curriculum."
16519,"article","Geriatric enrichment in social work education: Lessons learned from the GeroRich projects."
16522,"article","Geriatric social work career tracking: Graduates of the Hartford Partnership Program for Aging Education (HPPAE)."
24162,"article","Gerontological social work practice: A Canadian perspective."
24161,"article","Gerontological social work research: Current status and future directions."
24156,"article","Gerontological social work with older African American adults."
12285,"article","Gerontological social workers' perceived efficacy for influencing client outcomes."
23699,"article","Gerontology as a graduate social work concentration: Origins, outcomes, sustainment."
38481,"article","Gerontology field education experiences of graduate social work and gerontology certificate students."
947,"article","Geropsychological modular treatment: Back to the future."
25243,"article","Getting to the point: Offspring caregivers and the nursing home decision."
46286,"article","Giving courts the information neccessary to implement limited guardianships: Are we there yet?"
12896,"article","Giving courts the information necessary to implement limited guardianships: Are we there yet?"
11733,"article","Good and bad death: Exploring the perspectives of older Mexican Americans."
26151,"article","Grandmothering across the lifespan."
32715,"article","Grandparent and Kinship Foster Care: Implications of Licensing and Payment Policies."
24840,"article","Grandparent caregivers I: Characteristics of the grandparents and the children with disabilities for whom they care."
24839,"article","Grandparent caregivers II: Service needs and service provision issues."
17519,"article","Grandparent caregivers."
24331,"article","Grandparent caregivers: Emerging issues in elder law and social work practice."
38540,"article","Grandparent caregivers: legal and economic issues."
37733,"article","Grandparent carers II: service needs and service provision issues."
1390,"article","Grandparent development and influence."
14530,"article","Grandparenting in the 21st century: Issues of diversity in grandparent-grandchild relationships."
24772,"article","Grandparents as supports to mothers of persons with intellectual disability."
24773,"article","Grandparents raising children with and without a developmental disability: Preliminary comparisons."
25253,"article","Grandparents raising grandchildren: A description of the families and a special pilot program."
24686,"article","Grandparents raising grandchildren: Emerging program and policy issues for the 21st century."
24822,"article","Grandparents raising grandchildren: Families in transition."
24251,"article","Grantmaker support to caregivers of family members with Alzheimer's disease."
23486,"article","Grief and Intellectual Disability: A Systemic Approach."
21969,"article","Group Field Instruction: A Model for Supervising Graduate Students Providing Services to Older People."
2162,"article","Group psychotherapy with the depressed elderly."
2183,"article","Group work as interventive modality with the older depressed client: A meta-analytic review."
5003,"article","Group work with families of nursing home residents: Its socialization and therapeutic functions."
26661,"article","Group work with older people who are developmentally disabled and their caregivers."
13350,"article","Growing health disparities for persons who are aging with intellectual and developmental disabilities: The social work linchpin."
20753,"article","Guided by Ethics: Religion and Spirituality in Gerontological Social Work Practice."
15175,"article","HIV diagnosis disclosure: Stigma management and stigma resistance."
25680,"article","HIV risk factors, HIV antibody testing, and AIDS knowledge among older Americans."
20984,"article","HIV/AIDS Fifty and Older: A Hidden and Growing Population."
17526,"article","HIV/AIDS treatments."
17972,"article","Hardiness, successful aging, and HIV: Implications for social work."
33468,"article","Harriet Tubman's Last Work: The Harriet Tubman Home for Aged and Indigent Negroes."
12897,"article","Health and medical services use: A matched case comparison between CCRC residents and national health and retirement study samples."
2515,"article","Health care for the aged: The pursuit of equity and comprehensiveness."
38853,"article","Health economics, old-age politics, and the catastrophic Medicare debate."
1389,"article","Health promotion for rural Black elderly: A comprehensive review."
23493,"article","Health, Age, and Gender: How Do Women with Intellectual Disabilities Fare?"
20074,"article","Hearing the Voices of Abused Older Women."
21991,"article","Helping Older Adults and Their Families Develop and Implement Care Plans."
504,"article","Helping the irascible patient in long term care: Towards a theoretical and practice design."
1762,"article","Hispanic familism in caretaking of older adults: Is it functional?"
19102,"article","History, accomplishments, issues and prospects of supportive service programs in naturally occurring retirement communities in New York State: Lessons learned."
14528,"article","Hoarding cases involving older adults: The transition from a private matter to the public sector."
26120,"article","Hoarding: Eccentricity or pathology: When to intervene?"
23710,"article","Holocaust survivors: A study in resilience."
38631,"article","Home health care information systems: difficult choices in uncertain times."
22113,"article","Hospital Discharge Planning: Carrying Out Orders?"
38854,"article","Hospital-based long-term care services for the frail elderly."
908,"article","Household activities performed by caregiving women: Results of a daily diary study."
19107,"article","Housing disparities, caregiving, and their impact for older Puerto Ricans."
22908,"article","How Can We Ignore the Why? A Theoretical Approach to Health Care Professionals' Attitudes Toward Older Adults."
2554,"article","How Japanese families cope with fragile elderly."
16296,"article","How older Hispanic Immigrants in New York City cope with current traumatic stressors: Practice implications."
16609,"article","How social workers demonstrate respect for elderly clients."
1324,"article","Husbands and sons as caregivers of chronically-ill elderly women."
22787,"article","Hwabyung as Caregiving Stress Among Korean-American Caregivers of a Relative with Dementia."
48041,"article","Identifying ""the critical"" in a relationship-based."
21988,"article","Identifying Competencies for Geriatric Social Work Practice."
26601,"article","Identifying barriers to services for low-income frail elders."
16761,"article","Identifying themes regarding the benefits and limitations of caregiver support group conversations."
4879,"article","If only: The experience of elderly ex-convicts."
942,"article","Immigration, the family, and female caregivers in Australia."
13351,"article","Impact of a multicomponent support services program on informal caregivers of adults aging with disabilities."
20151,"article","Impact of an Infusion Model on Social Work Students' Aging Knowledge, Attitudes, and Interests."
952,"article","Impact of sibling relationships on social support and morale in the elderly."
17929,"article","Impact of support groups on well-being of older women."
19104,"article","Impact of the Olmstead Decision five years later: A national perspective for social workers."
4808,"article","Impact of the confused elderly on the lucid aged in a nursing home."
16613,"article","Impact on geriatric assessment and self-management support on community-dwelling older adults with chronic illnesses."
14541,"article","Implementing a gero-infused curriculum in advanced-level MSW courses in health, mental health and substance abuse: An evaluation."
45314,"article","Implementing a modified version of Parent Management Training (PMT) with an intellectually disabled client in a special education setting."
973,"article","Implementing the Patient Self-Determination Act (PSDA): How to effectively engage Chinese-American elderly persons in the decision of advance directives."
13349,"article","Improving health care delivery to aging adults with disabilities: Social work with dual eligibles in a climate of health care reform."
1469,"article","Improving the responses of physicians to elder abuse and neglect: Contributions of a model program."
2112,"article","In their own words: Elders' reactions to vision loss."
15539,"article","In their own words: Participants' perceptions of the impact of adult day services."
24305,"article","In their own words: Strategies developed by visually impaired elders to cope with vision loss."
11132,"article","Inclusion or exclusion? Exploring barriers to employment for low-income older adults."
23505,"article","Incorporating Intergenerational Service-Learning into an Introductory Gerontology Course."
34257,"article","Increased Wealth and Income as Correlates of Self-Assessed Retirement."
20066,"article","Increasing Aging Content in Social Work Curriculum: Perceptions of Key Constituents."
20061,"article","Increasing Aging and Advocacy Competency: The Intergenerational Advocacy Pilot Project."
5035,"article","Independence and dependence in aging: A new balance."
13353,"article","Indicators of a balanced long-term service and support system: Examining the impact on individuals aging with a lifelong disability."
22552,"article","Indigenous Elders in Rural America."
22114,"article","Individual and Environmental Factors that Influence Length of Stay in Adult Day Health Care Programs."
17522,"article","Individuals with developmental disabilities and their caregivers."
14213,"article","Informal caregivers of cancer patients: Perceptions about preparedness and support during hospice care."
517,"article","Informal caregivers of institutionalized dementia residents: Predictors of burden."
2548,"article","Informal caregivers of the chronically ill and their social support: A pilot study."
20070,"article","Infusing Gerontology Throughout the BSW Curriculum."
25241,"article","Institutionalization for the elderly is a novel phenomenon among the Arab population in Israel."
54197,"article","Institutionalization for the elderly is a novel problem among the Arab population in Israel."
17969,"article","Integrated group program for improving sleep quality of elderly people."
25685,"article","Integrating didactic and experential aging curricula."
38502,"article","Integrating didactic and experiential aging curricula."
13893,"article","Integrating mental health parity for homebound older adults under the Medicare home health care benefit."
53144,"article","Integrating political activism and a professional career."
19101,"article","Integrating services for older adults in housing settings."
38848,"article","Integrating the frail and well elderly: the experience of senior centers."
13401,"article","Integration of supportive psychotherapy with case management for older adults with borderline personality disorder."
119,"article","Interdisciplinary geriatric education: The new kid on the block."
24339,"article","Interdisciplinary practice: The legal perspective."
974,"article","Interdisciplinary team membership: A survey of gerontological social workers."
20062,"article","Intergenerational Service-Learning: An Innovative Teaching Strategy to Infuse Gerontology Content into Foundation Courses."
26169,"article","Intergenerational Studies: A multi-disciplinary field."
26163,"article","Intergenerational mentoring: A viable strategy for meeting the needs of vulnerable youth."
38558,"article","Intergenerational program evaluation for the 1990s and beyond."
26160,"article","Intergenerational programming: A vehicle for promoting intra- and cross-cultural understanding."
38546,"article","Intergenerational studies' growing pains: the quest for identity and implications for practice."
16294,"article","Intergenerational support of Chinese rural elders with migrant children: Do sons’ or daughters’ migrations make a difference?"
979,"article","Intervening for success: Strengths-based case management and successful aging."
2157,"article","Intervention strategies to use in counseling families of demented patients."
25249,"article","Intimacy and autonomy in long term marriage."
2153,"article","Intimacy in nursing home friendships."
17974,"article","Involvement in voluntary organizations: How older adults access volunteer roles?"
19053,"article","Is it racism? Skepticism and resistance towards ethnic minority care workers among older care recipients."
4998,"article","Is there sexual freedom for our aging population in long-term care institutions?"
25247,"article","It is expected by the year 2000: Using lessons from the past to plan for the elder boom."
1328,"article","It is hard to guard the aged: Role strain of male and female guardians."
13411,"article","It takes a village: Community practice, social work, and aging-in-place."
38647,"article","Japan and the United States struggle with who will care for our aging parents when caregivers are employed."
33525,"article","Joy of Living: A Community-Based Mental Health Promotion Program for African American Elders."
15349,"article","Keeping your eye on the process: Body image, older women, and countertransference."
36235,"article","Keynote Address of the Asian American Federation of New York Conference."
38623,"article","Kincare."
24838,"article","Kinship foster care and its impact on grandmother caregivers."
29497,"article","Knowledge Outcomes Within Rotational Models of Social Work Field Education."
25230,"article","Knowledge and attitudes toward sexuality of a group of elderly."
16156,"article","Korean-American family postcaregivers on dementia caregiving: A phenomenological inquiry."
21155,"article","Land of forgetfulness: Dementia care as spiritual formation."
23559,"article","Later life planning training program: A pre-test assessment in Israel."
24249,"article","Later-life transitions into widowhood."
24842,"article","Latino grandparents rearing grandchildren with special needs: Effects of depressive symptomatology."
37730,"article","Latino grandparents rearing grandchildren with special needs: effects on depressive symptomatology."
38542,"article","Learning by sharing: an intergenerational college course."
15682,"article","Learning from recruitment challenges: Barriers to diagnosis, treatment, and research participation for Latinos with symptoms of Alzheimer's disease."
38636,"article","Legal and ethical issues in home-based care."
23352,"article","Leisure activity, ethnic preservation and cultural integration of older Korean Americans."
1783,"article","Leisure education: A coping strategy for family caregivers."
14978,"article","Lesbian and gay elders and long-term care: Identifying the unique psychosocial perspectives and challenges."
22861,"article","Lessons Learned on Forced Relocation of Older Adults: The Impact of Hurricane Andrew on Health, Mental Health, and Social Support of Public Housing Residents."
23494,"article","Life Members: Women with Intellectual Disabilities and Aging."
38829,"article","Life prolongation technologies in home care for the frail elderly: issues for training, policy, and research."
57030,"article","Life review with families who care for developmentally disabled members."
1323,"article","Life review with families who care for developmentally disabled members: A model."
24330,"article","Life strengths interview guide: Assessing elder client's strengths."
24306,"article","Life-sustaining treatment decisions: Health care social workers' attitudes and their correlates."
15981,"article","Lifelong resiliency learning: A strength-based synergy for gerontological social work."
15683,"article","Linking the NIH strategic plan to the research agenda for social workers in health and aging."
33527,"article","Listening to Seniors: Successful Approaches to Data Collection and Program Development."
25679,"article","Living alone and depression among older Chinese immigrants."
25232,"article","Living arrangements and household compositions of elderly couples and singles: A comparison of Hispanics and Blacks."
24820,"article","Living arrangements, depression, and health status among elderly Russian-speaking immigrants."
19108,"article","Living on the margins: Older homeless adults in Toronto."
21153,"article","Living with Elder Wisdom."
24821,"article","Living with and caring for older family members: Issues related to caregiver well-being."
22136,"article","Local Needs Assessment and Planning Efforts for Family Caregivers: Findings and Recommendations."
11867,"article","Long-distance caregiving: A systematic review of the literature."
12085,"article","Long-term care in China: Issues and prospects."
15685,"article","Long-term care in the United States: Policy themes and promising practices."
26653,"article","Long-term care policy based on ADL eligibility criteria: Impact on community dwelling elders not meeting the criteria."
516,"article","Long-term care volunteer roles on trial: Ombudsman effectiveness revisited."
24374,"article","Looking back at life and its influence on subjective well-being."
53101,"article","Loss of innocence."
38521,"article","Madame Wong lives in a cage."
1330,"article","Male and female differences in nursing home adjustment and satisfaction."
38608,"article","Management issues in service coordination: the experience of the resident services coordinator program."
11865,"article","Managing in the trenches of consumer care: The challenges of understanding and initiating the advance care planning process."
34252,"article","Mapping Your Future-A Proactive Approach to Aging."
4878,"article","Marital problems of the 'old' elderly as they present to a mental health clinic."
38633,"article","Marketing techniques for home care programs."
2106,"article","Measuring rehabilitation outcomes and the public policies on aging and blindness."
26150,"article","Medical and psychosocial treatment issues in breast cancer in older women."
20159,"article","Medication Management and Adherence Among Cognitively Impaired Older Adults."
38577,"article","Meeting mental health needs of older people: policy and practice issues for social work."
15980,"article","Meeting the challenges of urban aging: Narratives of poor elderly women of Detroit, Michigan."
21135,"article","Men who work at age 70 or older."
26574,"article","Mental health problems and behavioral disruptions in nursing homes: Are social workers prepared to provide needed services?"
24707,"article","Mental health service utilization among frail, low-income elders: Perceptions of home service providers and elders in the community."
24159,"article","Mental health services policy and the aging."
56915,"article","Mental health under national health care reform."
25244,"article","Methodology for discovering and teaching countertransference toward elderly clients."
26651,"article","Metropolitan/nonmetropolitan gero-psychiatric patients: A comparison of levels of functioning, family support, and care migration patterns."
4788,"article","Mexican-American elderly and reminiscence: Interventions."
25721,"article","Middle-aged Puerto Rican women as primary caregivers to the elderly: A qualitative analysis of everyday dynamics."
4790,"article","Middle-aged adults mourning the death of a parent."
11282,"article","Migration narratives: Expanding methods to examine the interaction of person and environment among aging gay men."
23356,"article","Migratory grief and depression among elderly Chinese American immigrants."
1322,"article","Missouri service credit system for respite care: An exploratory study."
15985,"article","Mistrust and self-isolation: Barriers to social support for older adult methadone clients."
15845,"article","Mixed methods study of social engagement in assisted living communities: Challenges and implications for serving older men."
38856,"article","Models of intensive case management."
58191,"article","Monitoring interventions with young Israeli families."
33528,"article","Mosaic of Difference: Enhancing Culturally Competent Aging-Related Knowledge Among Social Workers."
1463,"article","Motivation versus program effect on length of service: A study of four cohorts of ombudservice volunteers."
17927,"article","Moving toward Medicare home health coverage for persons with Alzheimer's disease."
37173,"article","Multiculturalism, Social Policy and the New Aging."
14131,"article","Multilevel factors related to psychosocial care outcomes in Washington state skilled nursing facilities."
21975,"article","Mutual Aid Groups for Older Persons with a Mental Illness."
15686,"article","NORC supportive services model implementation and community capacity."
29759,"article","Narrative Gerontology Coming Into Its Own."
905,"article","Navajo elders in a reservation nursing home: Health status profile."
38735,"article","Needs assessment experience among area agencies on aging."
20983,"article","Negotiating Relationship Contexts in Gerontological Social Work Practice."
29875,"article","New Understanding of Memory Poses Challenges for Retrospective Research."
38457,"article","No longer independent: the dynamics of care arrangements for frail elderly parents."
22909,"article","Nonmarried Aging Parents' and Their Adult Children's Characteristics Associated with Transitions Into and Out of Intergenerational Coresidence."
10767,"article","Nonpharmacological pain management by ethnically diverse older adults with chronic pain: Barriers and facilitators."
26657,"article","Normative crises of the very old and their adult children: A personal account."
1320,"article","Nurse's aides in nursing homes: Perceptions of training, work loads, racism, and abuse issues."
2165,"article","Nurses' and social workers' perceptions of elderly nursing home residents' well-being."
20186,"article","Nursing Home Complaints: Who's Complaining and What's Gender Got to Do with It?"
22785,"article","Nursing Home Social Services: Policy and Practice."
15177,"article","Nursing home quality of life: Study of an enabling garden."
23708,"article","Nursing home residents with borderline personality traits: Clinical social work interventions."
12429,"article","Nursing home social services directors and elder abuse staff training."
11456,"article","Nursing home social services directors who report thriving at work."
26161,"article","Observational research in intergenerational programming: Need and opportunity."
910,"article","Of ageism, suicide, and limiting life."
1468,"article","Old and poor: Comparison of female and male meal program participants."
510,"article","Old, sad and alone: The myth of the aging homosexual."
36636,"article","Older Adults with HIV Disease: Challenges for Integrated Assessment."
10566,"article","Older LGBT adult training panels: An opportunity to educate about issues faced by the older LGBT community."
16907,"article","Older Latina women and HIV/AIDS: An examination of sexuality and culture as they relate to risk and protective factors."
20986,"article","Older Women's Experiences of Psychological Violence in Their Marital Relationships."
22812,"article","Older adult health promotion in rural settings."
11455,"article","Older adults navigating Medicare: When benefits are denied."
13415,"article","Older men in the homeless shelter: In-depth conversations lead to practice implications."
25689,"article","Older parents who care for adult children with serious mental illness."
26662,"article","Older persons with mental retardation/developmental disabilities."
22811,"article","Older rural workers and retirement preparation."
11133,"article","Older women doing home care: Exploitation or ideal job?"
1764,"article","Older workers in intergenerational child care."
24155,"article","Older workers' issues and social work practice."
21092,"article","Ombudsman Program Characteristics Related to Nursing Home Abuse Reporting."
26654,"article","Open-heart surgery: Consequences for caregivers."
11130,"article","Optimizing geriatric social work education: Program and individual characteristics that promote competencies."
41767,"article","Outreach to the elderly in Israel: service delivery issues."
41770,"article","Overcoming barriers to serving the aging/mental health client: a state initiative."
17531,"article","Overview of evidence-based practice with older adults and their families."
57087,"article","P.L. 99-457: a family-centered continuing education curriculum for social workers."
22942,"article","P.S. I Love You: Long-Distance Caregiving."
17928,"article","Palliative healthcare: Cost reduction and quality enhancement using end-of-life survey methodology."
10565,"article","Paradise lost: Older Cuban American exiles’ ambiguous loss of leaving the homeland."
26122,"article","Parental substitutes? The role of siblings in the lives of older people with intellectual disability."
22138,"article","Parkinson's Disease, Depression and Medication Adherence: Current Knowledge and Social Work Practice."
33458,"article","Partnering with the Community Through Research and Curricular Innovations: Introduction."
912,"article","Paternalism and the marginally competent: An ethical dilemma, no easy answers."
14861,"article","Pathways to problem gambling in seniors."
38451,"article","Pathways to service for older persons."
941,"article","Patient and family involvement in discharge planning."
13895,"article","Patient-centered approach to building problem solving skills among older primary care patients: Problems identified and resolved."
1776,"article","Patterns of emergency department use by geriatric patients."
25716,"article","Patterns of long-term care: A comparison of Puerto Rican, African-American, and non-Latino White elders."
2188,"article","Patterns of reminiscence and the assessment of late life adjustment."
5037,"article","Patterns of senior center participation among low income urban elderly."
29945,"article","Pension Insecurities for Public Employees."
13012,"article","Perceived benefits of VFW post participation for older adults."
2177,"article","Perceived social support for caregiving: Measuring the benefit of self-help/support group participation."
23697,"article","Perceptions of caregiving role by son's caring for a parent with Alzheimer's disease: A qualitative study."
13892,"article","Perceptions of difference between aging and disability service systems consumers: Implications for policy initiatives to rebalance long-term care."
515,"article","Perceptions of job discrimination among lower-income, elderly part-timers."
41747,"article","Permanency planning among older parents of adults with lifelong disabilities."
26100,"article","Philanthropy and government: Partners in the community of caring."
23577,"article","Physical and sexual abuse, battering, and substance abuse: Three clinical cases of older women."
25691,"article","Placement predictors of geropsychiatric inpatients: Home versus nursing home."
977,"article","Planning for the end of life with the home care client."
55776,"article","Poetry therapy: a framework and synthesis of techniques for family social work."
4807,"article","Poetry: Life review for frail American Indian elderly."
38662,"article","Policy concerns of white grandparents who provide regular care to their grandchildren."
1006,"article","Political attitudes and behaviors of the elderly in Hong Kong: Implications for social work practice."
20749,"article","Postcards to God: Exploring Spiritual Expression Among Disabled Older Adults."
25240,"article","Postmodern critique of systems theory in social work with the aged and their families."
20157,"article","Postretirement Earnings Relative to Preretirement Earnings: Gender and Racial Differences."
26206,"article","Poverty, chronic stress, ethnicity and psychological distress among elderly Hispanics."
21096,"article","Practical Considerations for Maintaining Independence Among Individuals with Functional Impairment."
1470,"article","Prayer as therapy among the frail Jewish elderly."
2082,"article","Predicting future commitment to care for frail parents among employed caregivers."
1326,"article","Predicting perceived service need, service awareness, and service utilization."
22137,"article","Predictors for Future Work with Elders."
20185,"article","Predictors of Emotional Strain Among Spouse and Adult Child Caregivers."
22793,"article","Predictors of Family Involvement in Residential Long-Term Care."
24769,"article","Predictors of advance directives in institutionalized elderly."
22996,"article","Predictors of graduate social work students' interest in aging-related work."
23582,"article","Predictors of life satisfaction in frail elderly."
24250,"article","Predictors of nursing home admission for older Black Americans."
58775,"article","Preparing Practitioners for an Evolving System of Care."
33524,"article","Preparing Social Work Students to Work with Grandparents in Kinship Care: An Approach to Infusion of Content Materials into Selected Core Social Work Courses."
1388,"article","Preserving autonomy in early stage dementia."
36669,"article","Preventable Tragedies: Heat Disaster and the Elderly."
23578,"article","Preventing unnecessary deaths among older adults: A call to action for social workers."
17721,"article","Private prayer among Alzheimer's caregivers: Mediating burden and resiliency."
2176,"article","Problems in the lives of adult children: Their impact on aging parents."
38572,"article","Productive aging: 1995 White House Conference on Aging, challenges for public policy and social work practice."
38504,"article","Project CARE: a model for establishing neighborhood centers to increase access to services by low-income, minority elders."
18988,"article","Promoting leadership skills in field education: A university-community partnership to bring macro and micro together in gerontological field placements."
13181,"article","Promoting personalization in social care services for older people."
57976,"article","Providers of services to the homeless: problems and prospects."
33533,"article","Providing Mental Health Services to Older People Living in Rural Communities."
1014,"article","Psychiatric symptoms and help-seeking behavior among the elderly: An analysis of racial and gender differences."
20077,"article","Psycho-Educational Support Groups for Older Women Victims of Family Mistreatment: A Pilot Study."
16906,"article","Psychological well-being and social support among elders employed as lay helpers."
12567,"article","Psychosocial care in nursing homes in the era of the MDS 3.0: Perspectives of the experts."
41771,"article","Public hospital-based geriatric case management."
25690,"article","Public long term care in Sweden: Differences and similarities between home-based and institution-based care of elderly people."
25724,"article","Puerto Rican elders and merchant establishments: Natural caregiving systems or simply businesses?"
508,"article","Puerto Rican elders and natural support systems: Implications for human services."
11732,"article","Puerto Rican elders' knowledge and use of community-based long-term care services."
22132,"article","Putting Social Work Values into Action: Use of the Ecological Perspective with Older Adults in the Managed Care Arena."
24336,"article","Putting the 'elder care' in elder law."
38574,"article","Quality of life for the elder: a reality or an illusion?"
24687,"article","Quality of life satisfaction among Black women 75 years and older."
17728,"article","Quality of nursing home care in Cyprus: Are elder residents content with their treatment?"
13404,"article","Quality of relationships between care recipients and their primary caregivers and its effect on caregivers' burden and satisfaction in Israel."
25248,"article","Race and caregiving: Patterns of service use by African-American and White caregivers of persons with Alzheimer's disease."
32721,"article","Race/Ethnicity and Socioeconomic Class as Correlates of Disability in Old Age."
12288,"article","Racial and ethnic diversity in senior centers: Comparing participant characteristics in more and less multicultural settings."
15982,"article","Racial differences in attitudes toward professional mental health treatment: The mediating effect of stigma."
511,"article","Racial differences in the determinants of the coresidence of and contacts between elderly parents and their adult children."
14544,"article","Racial/ethnic disparities in access to Medicare home health care: The disparate impact of policy."
2107,"article","Reaching minority communities: Factors impacting on success."
57063,"article","Reconstructing social work education."
20153,"article","Recruitment and Retention of Ethnically Diverse Long-Term Family Caregivers for Research."
2159,"article","Reducing caregiver burden through short-term training: Evaluation findings from a caregiver support project."
25252,"article","Reducing the impact of major organizational change among senior center participants."
1334,"article","Referral patterns of elderly clients to a community mental health center."
20757,"article","Religion and Coping in Older Adults: A Social Work Perspective."
17971,"article","Religion and spirituality as defined by older adults."
50586,"article","Religion and spirituality at the border: a survey of Mexican-American social work students."
38588,"article","Religion as a caregiving system for Puerto Rican elders with functional disabilities."
20758,"article","Religion, Spirituality, and Aging for 'The Aging' Themselves."
20756,"article","Religiosity as a Mediator of Caregiver Well-Being: Does Ethnicity Make a Difference?"
20754,"article","Religious Congregations as Social Services Providers for Older Adults."
16295,"article","Religious/spiritual and other adaptive coping strategies among Chinese American older immigrants."
38535,"article","Rememberers and remembrances: fostering connections with intergenerational interviewing."
21967,"article","Remembering With and Without Awareness Through Poetry to Better Understand Aging and Disability."
24708,"article","Reminiscence group for Chinese older people—A cultural consideration."
15979,"article","Remission from depressive symptoms among older adults with mood disorders: Findings of a representative community sample."
14864,"article","Reported coping strategies and depressive symptoms among African American and White residents of congregate housing."
38709,"article","Representative payee programs for the elderly: administrative, clinical, and ethical issues."
20759,"article","Research in Spirituality, Religion, and Aging."
20056,"article","Research, Macro Practice and Aging in the Social Work Education Curriculum."
37726,"article","Resident and facility characteristics of adult family home, adult residential care and assisted living settings in Washington State."
21976,"article","Residential Substance Abuse Treatment for Older Adults: An Enhanced Therapeutic Community Model."
13013,"article","Residential respite care: The caregiver's last resort."
25237,"article","Residents with severe mental illnesses: How nursing homes respond."
21208,"article","Resilience Among Older Adults with Cancer and the Importance of Social Support and Spirituality-Faith: 'I Don't Have Time to Die'."
22905,"article","Resiliency in Family Caregivers: Implications for Social Work Practice."
26204,"article","Resolving ethical conflicts in providing case management services to the elderly."
22784,"article","Resources, Family Ties, and Well-Being of Never-Married Men and Women."
26105,"article","Respecting ethnic elders: A perspective for care providers."
945,"article","Respite service for the elderly in Hong Kong: Evaluation of a pilot project."
