"","articleID","attributes","record"
"6364",118822,"article","Continuing Engagement of Fieldwork and the Writing Machine"
"6365",119189,"article","Continuing Social Work Education in an Electronic Age: The Opportunities and Challenges Facing Social Work Education in Ghana"
"6366",36541,"article","Continuing professional development after qualification—partnerships, pitfalls and potential."
"6367",37904,"article","Continuing professional development in social work: the Scottish context."
"6368",120148,"article","Continuing to Provide and Fund a Mix of Ryan White Title I HIV/AIDS Services: Support from ""The Voices of Experience"" Needs Surveys in Massachusetts"
"6369",16336,"article","Continuities and discontinuities: Patterns of migration, adolescent immigrant girls and their family relationships."
"6370",25061,"article","Continuity and discontinuity in marital life after retirement: Life orientations, gender role ideology, intimacy and satisfaction."
"6371",89200,"article","Continuity in children's relations with peers."
"6372",11105,"article","Continuity of care and adherence to antidepressant treatment among Medicaid-covered youth."
"6373",12929,"article","Contraception in drug-dependent women: A novel approach."
"6374",24912,"article","Contract management and community care: A negotiated process."
"6375",60845,"article","Contract or con trick revisited: comments on the reply by Corden and Preston-Shoot."
"6376",60913,"article","Contract or con trick? A postscript."
"6377",42157,"article","Contracting for child welfare services in Massachusetts: emerging issues for policy and practice."
"6378",58690,"article","Contracting for human services: the case of Pennsylvania's subsidized child day care program--policy limitations and prospects."
"6379",5080,"article","Contracting with adolescents: An ego-psychological approach."
"6380",14943,"article","Contractual audit and mental health rehabilitation: A study of formulating effectiveness in a Finnish supported housing unit."
"6381",17506,"article","Contradictions in the ideologies of helping: Examples from Zimbabwe and Moldova."
"6382",11258,"article","Contributing factors in trafficking from South Asia."
"6383",11730,"article","Contributing factors of depressive symptoms among elderly Korean immigrants in Texas."
"6384",20763,"article","Contribution of Demographic, Medical, and Social Support Variables in Predicting the Mental Health Dimension of Quality of Life among People with Multiple Sclerosis."
"6385",20099,"article","Contribution of Secondary Caregivers to Post-Acute Home Care for Elderly Patients."
"6386",19044,"article","Contribution of post-transplant social support to the quality of life of transplant recipients."
"6387",16654,"article","Contribution of self-compassion to competence and mental health in social work students."
"6388",5216,"article","Contributions of a poetry writing group to the treatment of severely disturbed psychiatric inpatients."
"6389",54337,"article","Contributions of foreign-based authors to selected social work journals in the United States."
"6390",23445,"article","Contributions of self-esteem and gender to the adaptation of immigrant youth from Ethiopia: Differences between two mass immigrations."
"6391",16453,"article","Contributions of therapist characteristics and stability to intensive in-home therapy youth outcomes."
"6392",24819,"article","Contributions of volunteer networking to isolated seniors in Hong Kong."
"6393",1502,"article","Contributors to adjustment problems of adoptees: A review of the longitudinal research."
"6394",30952,"article","Control and Coherance in Service Delivery: The Yugoslav Experience."
"6395",15090,"article","Control and social work: A reflection on some twenty-first century developments."
"6396",17824,"article","Control-mastery theory and contemporary social work practice."
"6397",22177,"article","Control-mastery: Theory and application."
"6398",15358,"article","Controlled and dependent: Experiences of living on social assistance in Sweden."
"6399",48633,"article","Controlled decentralization: minban education reform in China."
"6400",13379,"article","Controlling children's lives: Covert messages in child protection service reports."
"6401",18800,"article","Controlling the Levers of Power: How Advocacy Organizations Affect the Regulation Writing Process."
"6402",16841,"article","Controlling, avoiding, or protecting the object: Three reactions to the breakdown of psychic retreats."
"6403",21762,"article","Controversies in psychiatric services in Hong Kong: Social workers' superiority and inferiority complexes."
"6404",12061,"article","Controversies in psychiatry and DSM-5: The relevance for social work (occasional essay)."
"6405",14427,"article","Controversy and its implications for the practice of contemporary social work in intercountry adoptions: A Korean—Australian case study."
"6406",39227,"article","Conventional and military public housing for families."
"6407",121605,"article","Convergence of a Strengths Perspective and Youth Development: Toward Youth Promotion Practice"
"6408",5027,"article","Converging perspectives of consumers and providers in assessing needs of families."
"6409",23089,"article","Converging perspectives of dynamic theory and evolving neurobiological knowledge."
"6410",48487,"article","Conversation and conflict: supporting authentic dialogue in the classroom."
"6411",18278,"article","Conversations about writing: The journey from practitioner to writer."
"6412",31713,"article","Conversations that Continue Long After They are Over: The Impact of the Research on the Researcher."
"6413",33682,"article","Conversations with Mother: Healing the Wounds of Psychological Trauma."
"6414",20899,"article","Conversations with Suwanrang: The Treatment Relationship in Cultural Context."
"6415",21064,"article","Conversion hysteria in a pre-adolescent girl."
"6416",119825,"article","Conversion of Upper Castes into Lower Castes: A Process of Asprashyeekaran (Encompassing Untouchability)"
"6417",23650,"article","Conversion symptoms and psychoanalysis in a second language: Some thoughts on their relationship in the analysis of Mr. B."
"6418",63,"article","Convict: A computer simulation of the criminal justice system."
"6419",119183,"article","Convocation Address"
"6420",14205,"article","Cool Pose: Black male homicide and the social implications of manhood."
"6421",16229,"article","Cool pose, Black manhood, and juvenile delinquency."
"6422",120519,"article","Cooperative Kitchens: An Innovative Social Practice by and for Women"
"6423",122168,"article","Cooperative Learning in Social Work Education: An Alternative Approach to Teaching Research Methods"
"6424",89223,"article","Cooperative problem-solving and teaching in preschoolers."
"6425",16002,"article","Coordinating community organizations in urban China."
"6426",39513,"article","Coordinating services for the mentally ill misdemeanor offender."
"6427",14301,"article","Coparenting in kinship families with incarcerated mothers: A qualitative study."
"6428",20337,"article","Coping Styles in Persons Recovering from Substance Abuse."
"6429",40559,"article","Coping With The Transitions In Our Lives: From “Afflicted” Identity To Personal Empowerment and Pride."
"6430",23025,"article","Coping With the Dual Demands of Severe Mental Illness and Parenting: The Parents' Perspective."
"6431",22043,"article","Coping and Resilience of Children of a Mentally Ill Parent."
"6432",2347,"article","Coping and adaptation by children with mild physical differences."
"6433",808,"article","Coping and adaptation patterns among Chinese, Indian, and Malay families caring for a mentally ill relative."
"6434",2158,"article","Coping and caregiver well-being: The impact of maladaptive strategies."
"6435",25450,"article","Coping and survival skills of homeless veterans."
"6436",24175,"article","Coping behaviors of cocaine dependent women."
"6437",20114,"article","Coping in Adolescents with Cancer: A Review of the Literature."
"6438",20093,"article","Coping in a Constrained Economy: Survival Strategies of Nonprofit Human Service Organizations."
"6439",2269,"article","Coping in the nuclear age: The practitioner's role."
"6440",14161,"article","Coping resources among Southeast Asian-American adolescents."
"6441",26645,"article","Coping resources and self-reported depressive symptoms among frail older ethnic women."
"6442",39495,"article","Coping resources in adaptation to cancer: socioeconomic and racial differences."
"6443",11049,"article","Coping skills among African-American breast cancer survivors."
"6444",379,"article","Coping skills of ritual abuse survivors: An exploratory study."
"6445",20964,"article","Coping strategies among couples adjusting to primary breast cancer."
"6446",14860,"article","Coping strategies and caregiving outcomes among rural dementia caregivers."
"6447",46855,"article","Coping strategies and defense mechanisms adopted by women inmates who have killed their intimates."
"6448",11418,"article","Coping strategies and patient delay in patients with cancer."
"6449",1059,"article","Coping strategies and the maintenance of change after inpatient alcoholism treatment."
"6450",24717,"article","Coping strategies and traumatic stress symptomatology following the Oklahoma City bombing."
"6451",1015,"article","Coping strategies following the death of an elderly parent."
"6452",14777,"article","Coping strategies for victims of crime: Effects of the use of emotion-focused, problem-focused, and avoidance-oriented coping."
"6453",14702,"article","Coping strategies of African American head and neck cancer survivors."
"6454",24513,"article","Coping strategies, life style changes, and pessimism after open-heart surgery."
"6455",13777,"article","Coping together and apart: Exploring how patients and their caregivers manage terminal head and neck cancer."
"6456",122087,"article","Coping with Multiple AIDS-Related Loss among Gay Men"
"6457",118671,"article","Coping with Multiple Family Transitions: Experiences of Stepchildren in Hong Kong"
"6458",119278,"article","Coping with Resettlement Difficulties: A Qualitative Analysis of Coping Strategies Used by Mainland Chinese Immigrants in Hong Kong"
"6459",19602,"article","Coping with Stress: Social Work Students and Humour."
"6460",21984,"article","Coping with Type 2 Diabetes: Do Race and Gender Matter?"
"6461",120554,"article","Coping with Unemployment: Some Lessons from a Group of Unemployed Ethnic Minority Youths"
"6462",22361,"article","Coping with War: Three Strategies Employed by Adolescent Citizens of Sierra Leone."
"6463",4783,"article","Coping with a first heart attack: A group treatment model for low-income Anglo, Black, and Hispanic patients."
"6464",52623,"article","Coping with and adapting to age-related vision loss."
"6465",17877,"article","Coping with breast cancer at the nexus of religiosity and Hawaiian culture: Perspectives of native Hawaiian survivors and family members."
"6466",27230,"article","Coping with breast cancer from the perspectives of husbands and wives."
"6467",53269,"article","Coping with burnout: family physicians and family social workers--what do they have in common?"
"6468",1769,"article","Coping with cancer: A comparison of older and younger patients."
"6469",21100,"article","Coping with cancer: What do patients do?"
"6470",815,"article","Coping with childhood asthma: Caretakers' views."
"6471",26052,"article","Coping with chronic pain: Assessing narrative approaches."
"6472",15052,"article","Coping with compulsion: Women's views of being on a community treatment order."
"6473",58524,"article","Coping with contradictory messages in training group workers."
"6474",12276,"article","Coping with disaster: Lessons learned from executive directors of nonprofit organizations (NPOs) in New Orleans following Hurricane Katrina."
"6475",5144,"article","Coping with extreme stress and aging."
"6476",14701,"article","Coping with inflammatory breast cancer: Women's experiences."
"6477",23300,"article","Coping with long-term unemployment: Economic security, labour market integration and well-being: Results from a Danish panel study, 1994-1999."
"6478",23703,"article","Coping with occupational stress in healthcare: A comparison of social workers and nurses."
"6479",25312,"article","Coping with pediatric migraine."
"6480",315,"article","Coping with pediatric migraine: Differences between copers and non-copers."
"6481",16765,"article","Coping with prostate cancer in Asian-American, Native Hawaiian, and Caucasian families."
"6482",1302,"article","Coping with self and academic talent."
"6483",10900,"article","Coping with sickle cell anemia in Nigerian universities: The case of Obafemi Awolowo University, Ile-Ife, Nigeria."
"6484",18215,"article","Coping with stressful events: Influence of parental alcoholism and race in a community sample of women."
"6485",10915,"article","Coping with the imbalance between job demands and resources: A study of different coping patterns and implications for health and quality in human service work."
"6486",27371,"article","Coping with the psychosocial stresses of oncology care."
"6487",19944,"article","Coping with the threat of place disruption by long-term Jewish settlers on the West Bank."
"6488",14478,"article","Coping with the trauma of war: Former child soldiers in post-conflict Sierra Leone."
"6489",14859,"article","Coping with triplets: Perspectives of parents during the first four years."
"6490",17988,"article","Coping with work-related stress: A study of the use of coping resources among professional black women."
"6491",19131,"article","Coping, distress, and marital adjustment in couples with cancer: An examination of the personal and social context."
"6492",17837,"article","Coping-related substance use motives and stressful life experiences among people with a history of incarceration."
"6493",907,"article","Coping: A review of the theoretical frameworks and the measures used among caregivers of individuals with dementia."
"6494",12938,"article","Coproduction, participation and satisfaction with rehabilitation services following the 2001 earthquake in Gujarat, India."
"6495",16563,"article","Corazón de Aztlan: Culturally competent substance abuse prevention."
"6496",16098,"article","Core implementation components."
"6497",38820,"article","Core programs and services at senior centers."
"6498",13865,"article","Core themes in a support group for spouses of breast cancer patients."
"6499",35706,"article","Corey's Lullaby: Life with My Adult Daughter with ADD."
"6500",61021,"article","Cornerstone of social work administrative technology? A study of the utilization of Classic Program Management."
"6501",119576,"article","Corporal Punishment and Anxiety among School-going Adolescents"
"6502",17134,"article","Corporal punishment in U.S. public schools: A continuing challenge for school social workers."
"6503",118847,"article","Corporate Social Responsibility in the Globalised Business Environment"
"6504",118477,"article","Corporate Social Responsibility: Automobile, FMCG and IT Sectors in North West India"
"6505",41295,"article","Corporate funding of human services agencies."
"6506",78849,"article","Corporate parenting in the network society."
"6507",25785,"article","Corporate strategic philanthropy: Implications for social work."
"6508",1061,"article","Correction of workers' personal versus environmental bias in formulation of client problems."
"6509",22340,"article","Correlates associated with escalation of delinquent behavior in incarcerated youths."
"6510",119990,"article","Correlates of Adherence Among Rural Indian Women Living With HIV/AIDS"
"6511",21933,"article","Correlates of Adult Cancer Patients' Decision-Making Behaviors About Treatment."
"6512",15592,"article","Correlates of African American children in and out of their families."
"6513",21247,"article","Correlates of Change in Marital Relationships Under Stress: The Case of Childhood Cancer."
"6514",20584,"article","Correlates of Clients' Emotional and Behavioral Responses to Treatment Termination."
"6515",20047,"article","Correlates of Depression Among the Soviet Jewish Immigrant Elderly."
"6516",122568,"article","Correlates of Loneliness in Midlife and Older Gay and Bisexual Men"
"6517",120270,"article","Correlates of MSW Students' Perceptions of Preparedness to Manage Risk and Personal Liability"
"6518",121802,"article","Correlates of Perceptions of Elder's Suffering from Depression"
"6519",23741,"article","Correlates of adjustment among cancer survivors."
"6520",25173,"article","Correlates of anxiety among adult daughter caregivers to a parent with cancer."
"6521",14346,"article","Correlates of cutting behavior among sexual minority youths and young adults."
"6522",13319,"article","Correlates of depression among Chinese immigrant elders in Arizona: The role of acculturative stress and social support."
"6523",13808,"article","Correlates of depression among older Kurdish refugees."
"6524",40098,"article","Correlates of financial counseling outcomes: implications for practitioners."
"6525",45102,"article","Correlates of health literacy among Latinos in Arkansas."
"6526",20033,"article","Correlates of homophobia and use of gay affirmative practice among social workers."
"6527",27220,"article","Correlates of hopelessness in cancer patients."
"6528",18946,"article","Correlates of participation in a family-based HIV prevention program: Exploring African-American women's motivations and understanding of the program."
"6529",57555,"article","Correlates of participation in neighborhood organizations."
"6530",19943,"article","Correlates of physical violence in marital relationships among first-generation Korean Americans."
"6531",16330,"article","Correlates of post-traumatic stress disorder in male and female community clients."
"6532",35191,"article","Correlates of preparedness among MSW students for ethical behavior in US managed care environments."
"6533",13733,"article","Correlates of psychological distress and major depressive disorder among African American men."
"6534",24609,"article","Correlates of recommended aftercare service use after intensive family preservation services."
"6535",2195,"article","Correlates of social worker contact with clients' family networks."
"6536",12587,"article","Correlates of specialty substance use disorder treatment among female patients in the veterans health administration."
"6537",24486,"article","Correlates of subjective well-being of Chinese elderly in Hong Kong."
"6538",18098,"article","Correlates of suicide ideation in a population-based sample of cancer patients."
"6539",20932,"article","Correlates of the Randolph Attachment Disorder Questionnaire (RADQ) in a Sample of Children in Foster Placement."
"6540",1556,"article","Correlates of the elderly's participation and nonparticipation in the Supplemental Security Income (SSI) program: A new evaluation."
"6541",14809,"article","Correlates of therapeutic alliance and treatment outcomes among Israeli female methadone patients."
"6542",15675,"article","Correlates of wife abuse in the Maseno and Nairobi areas of Kenya."
"6543",17547,"article","Correlation between ethnicity and filial responsibility among three ethnic groups in Israel: Ethiopian immigrants, immigrants from the former USSR and native Israelis."
"6544",20357,"article","Cost-Effectiveness in Individual Development Accounts."
"6545",20356,"article","Cost-Effectiveness of Case Management in Substance Abuse Treatment."
"6546",120105,"article","Cost-Effectiveness of Needle and Syringe Exchange for the Prevention of HIV in New York City"
"6547",229,"article","Cost-containment, computers and confidentiality."
"6548",38604,"article","Cost-free resorts for the elderly? Hong Kong's Cheung Muk Tau Holiday Centre."
"6549",119259,"article","Costs and Benefits of Female Labour Migration"
"6550",121021,"article","Counseling Gay Males with AIDS: Psychosocial Perspectives"
"6551",120884,"article","Counseling Satisfaction of Gay, Lesbian, and Bisexual College Students."
"6552",121026,"article","Counseling Strategies with Gay and Lesbian Youth"
"6553",122694,"article","Counseling Support for the Forgotten Transgender Community"
"6554",5128,"article","Counseling an older person."
"6555",103027,"article","Counseling an older person; case study."
"6556",85436,"article","Counseling and Technology: Some Thoughts About the Controversy."
"6557",18765,"article","Counseling and mental health referral practices of church staff."
"6558",2843,"article","Counseling families of disabled twins."
"6559",49004,"article","Counseling family members of addicts/alcoholics: the stages of change model."
"6560",23539,"article","Counseling for the family: The neglected aspect of addiction treatment in Canada."
"6561",568,"article","Counseling homebound clients and their families."
"6562",1628,"article","Counseling issues related to maternal substance abuse and subsequent sudden infant death syndrome in offspring."
"6563",3930,"article","Counseling needs of parents of handicapped children."
"6564",55340,"article","Counseling prenatal diagnosis patients: the role of the social worker."
"6565",85720,"article","Counseling simulations: An interactive CD-ROM approach."
"6566",71,"article","Counseling simulations: An interactive videodisc approach."
"6567",47752,"article","Counseling suicidal human behaviors."
"6568",2875,"article","Counseling troubled adolescents: An evaluation of a statewide training program."
"6569",1242,"article","Counseling update: A flexible monitoring method for the client and practitioner."
"6570",21524,"article","Counseling, Support, and Advocacy for Clients Who Stutter."
"6571",119008,"article","Counselling Families with Mentally Ill"
"6572",57656,"article","Counselling Indochinese refugee women rape survivors."
"6573",119938,"article","Counselling Perspectives on Drug Abuse"
"6574",2038,"article","Counselling bereaved middle aged children: Parental suicide survivors."
"6575",119695,"article","Counselling for Sexual Incompatibility and Dysfunction"
"6576",119501,"article","Counselling for Sustaining Quality of Life in Old Age: Introducing the German Research Project BELiA"
"6577",16047,"article","Counselling in culturally diverse inner-city communities: The rise and fall of the Kabin counselling project."
"6578",5086,"article","Counselling issues in disclosure of sexually transmitted disease."
"6579",19410,"article","Counselling older people: What can we learn from research evidence?"
"6580",855,"article","Counselor and client perceptions of the effect of social and physical contact on the therapeutic process."
"6581",12283,"article","Counselor attitudes toward and use of evidence-based practices in private substance use disorder treatment centers: A comparison of social workers and non-social workers."
"6582",45826,"article","Counselor attitudes toward and use of evidence-based practices on private substance use disorder treatment centers: A comparison of social workers and non-social workers."
"6583",24313,"article","Counselors' satisfaction with disaster training: The development of an index."
"6584",40914,"article","Countering urban disinvestment through community-building initiatives."
"6585",40105,"article","Counterpoint: computer technology and social service delivery—a cautious proposal."
"6586",40074,"article","Counterpoint: the changes are challenging and exciting."
"6587",1912,"article","Countertransference and its potential for abuse."
"6588",14004,"article","Countertransference and positive growth in social workers."
"6589",25134,"article","Countertransference as communication: Intersubjectivity in the treatment of a traumatized adolescent patient."
"6590",1494,"article","Countertransference issues for the consultant when a colleague is critically ill (or dying)."
"6591",2307,"article","Countertransference risks when women treat women."
"6592",172,"article","Countertransference with adolescent clients of the same ethnicity."
"6593",13032,"article","Countertransference with clients who have schizophrenia: A social work perspective."
"6594",36279,"article","Countertransference, supervision and the reflection process."
"6595",1681,"article","Countertransference: A vehicle for reciprocal growth and repair in women psychotherapists treating women patients."
"6596",36307,"article","Countertransference: One Person's Experience in Working with the Elderly."
"6597",20779,"article","Counting family support."
"6598",33320,"article","Country Perspectives: Social work in Italy."
"6599",120903,"article","Couple Assessment: Identifying and Intervening in Domestic Violence in Lesbian Relationships"
"6600",56369,"article","Couple and familial characteristics of father-child incest families."
"6601",13014,"article","Couple meaning-making and dementia: Challenges to the deficit model."
"6602",10533,"article","Couple therapy treatments for substance use disorders: A systematic review."
"6603",25138,"article","Couple therapy: An integration of object relations and intersubjective theory."
"6604",25415,"article","Coupled gay men, parents, and in-laws: Intergenerational disapproval and the need for a thick skin."
"6605",2333,"article","Couples therapy: Integrating the psychoanalytic and systems viewpoints."
"6606",39165,"article","Couples therapy: intergating the psychoanalytic and systems viewpoints."
"6607",23462,"article","Couples who care: The effectiveness of a psychoeducational group intervention for HIV serodiscordant couples."
"6608",18196,"article","Courage to teach for social work educators."
"6609",19061,"article","Course of life of survivors of childhood cancer is related to quality of life in young adulthood."
"6610",120655,"article","Coursework on Developmental Disabilities: A National Survey of Canadian Schools of Social Work"
"6611",20139,"article","Court Ordered Multiple Offender Drunk Drivers: Validity and Reliability of Rapid Assessment."
"6612",118747,"article","Court Training for Public Child-Welfare Social Workers: An Evaluation of a Training Program"
"6613",18594,"article","Court-ordered grandparent visitation: Welcome event or unwarranted intrusion into family life."
"6614",26391,"article","Court-ordered versus voluntary clients: Problem differences and readiness for change."
"6615",40464,"article","Covenant model for professional relationships: an alternative to the contract model."
"6616",620,"article","Cow as co-therapist: Utilization of farm animals as therapeutic aides with children in residential treatment."
"6617",37407,"article","Coyote and Rabbit Bring Back the Children's Drum."
"6618",12356,"article","Co‐parenting quality among adoptive mothers: Contributions of socioeconomic status, child demands and adult relationship characteristics."
"6619",11072,"article","Co‐producing innovation or innovating co‐production? Responding to the contact needs of non-resident parents in the Republic of Ireland."
"6620",14060,"article","Crack cocaine use and parenting: An analysis of three parents' accounts of the impact their crack cocaine use had on family life."
"6621",17836,"article","Cracking the 'black box': Journey mapping's tracking system in a drug court program evaluation."
"6622",13124,"article","Crafting communities: Promoting inclusion, empowerment, and learning between older women."
"6623",21289,"article","Crazy versus Epoxy Glueing: Control and Trust in the Merger of Human Service Organizations."
"6624",36858,"article","Crazy, Gay, and Risky: One Man's Unfinished Story."
"6625",20071,"article","Creating Aging-Enriched Social Work Education: A Process of Curricular and Organizational Change."
"6626",19554,"article","Creating Consortia across the Continuum of Care: Geriatric Social Work Field Education."
"6627",29554,"article","Creating Emotional Safety in the Classroom and in the Field."
"6628",19169,"article","Creating Mechanisms for Meaningful Collaboration Between Members of Urban Communities and University-Based HIV Prevention Researchers."
"6629",20748,"article","Creating Sacred Scenarios: Opportunities for New Rituals and Sacred Aging."
"6630",119133,"article","Creating Social Work Virtual Learning Communities in Africa"
"6631",22070,"article","Creating Space for Radical Trauma Theory in Generalist Social Work Education."
"6632",122693,"article","Creating a Culturally Competent Clinical Environment for LGBT Patients"
"6633",33144,"article","Creating a Diverse Spiritual Community: Reflections from a Spirituality and Social Work Practice Class."
"6634",23744,"article","Creating a Latino/Hispanic alliance: Eliminating barriers to coalition building."
"6635",22102,"article","Creating a Social Work Link to the Burn Community: A Research Team Goes to Burn Camp."
"6636",37381,"article","Creating a Space for Reflection on Teaching: The 1997-99 Department of Human Relations work discussion groups."
"6637",85433,"article","Creating a Virtual Community of Learners Using WebCT: Lessons Learned."
"6638",119006,"article","Creating a Web-Based Child Welfare Certificate Program: A Collaborative Approach"
"6639",16046,"article","Creating a bridge to healing: A professional/paraprofessional team approach."
"6640",35832,"article","Creating a culture of hope: Lessons from street children agencies in Canada and Guatemala."
"6641",24314,"article","Creating a family: Perspectives from teen mothers."
"6642",23588,"article","Creating a group work culture in a children's mental health agency: A professional Memoir."
"6643",19631,"article","Creating a new model of help in school social work."
"6644",15207,"article","Creating a safe haven in Pakistan."
"6645",16891,"article","Creating a system of care for children's mental health in a Native American community."
"6646",87767,"article","Creating a telelearning community for training social work practitioners working with troubled youth and their families."
"6647",61008,"article","Creating an alternative work culture in a public service setting."
"6648",17322,"article","Creating an ecology of hope: Arts-based interventions with refugee children."
"6649",25130,"article","Creating an intersubjective context for self-disclosure."
"6650",21887,"article","Creating and Sustaining a Practice-Based Research Group in an Urban Adolescent Mental Health Program."
"6651",23365,"article","Creating and validating rapid assessment instruments for practice and research: Part 1."
"6652",23154,"article","Creating and validating rapid assessment instruments for practice and research: Part 2."
"6653",78029,"article","Creating caring institutions: Politics, plurality, and purpose."
"6654",18220,"article","Creating communication, self-examination as a therapeutic method for children."
"6655",39638,"article","Creating community through psychoeducational groups in family preservation work."
"6656",40727,"article","Creating community through telephone and computer groups: theoretical and practice perspectives."
"6657",2787,"article","Creating community: Groupwork to develop social support networks with homeless mentally ill."
"6658",30254,"article","Creating conditions for self- and client-empowerment: my experience with a consumer advisory board."
"6659",15927,"article","Creating continuous conversation: Social workers and learning organizations."
"6660",37602,"article","Creating cost-efficient initiatives in social work practice in the cardiac program of an acute care hospital."
"6661",17906,"article","Creating culturally grounded prevention videos: Defining moments in the journey to collaboration."
"6662",23540,"article","Creating culturally grounded videos for substance abuse prevention."
"6663",50261,"article","Creating disability inclusion within Canadian schools of social work."
"6664",56066,"article","Creating effective university-field partnerships: an analysis of two interorganization models for field education."
"6665",19109,"article","Creating elder-friendly communities: Preparations for an aging society."
"6666",53609,"article","Creating experimental analogs with available clinical information: credible alternatives to ""gold-standard"" experiments?"
"6667",15735,"article","Creating happier children and more fulfilled social workers: Neoliberalism, privatization and the reframing of leftist critiques in Britain."
"6668",26216,"article","Creating harmony out of dissonance: Applying theories of intersubjectivity to therapy with couples."
"6669",23812,"article","Creating identities: Mental health consumer to citizen?"
"6670",14357,"article","Creating images of old people as home care receivers: Categorizations of needs in social work case files."
"6671",46204,"article","Creating in-depth learning experiences by using Rawls' ""veil of ignorance""."
"6672",38869,"article","Creating more effective human service organizations through strategies of empowerment."
"6673",37714,"article","Creating nonprofit organizations with disenfranchised communities."
"6674",40332,"article","Creating organizational vision in a hospital social work department: the leitmotif for continuous change management."
"6675",17734,"article","Creating politicized spaces: Afghan immigrant women’s stories of migration and displacement."
"6676",52893,"article","Creating spaces: exploring the role of cultural knowledge as a source of empowerment in models of social welfare in Black communities."
"6677",48195,"article","Creation of community-based research capabilities in the Neighborhood Cancer Care Cooperative: Administrative infrastructure, program initiatives, and evaluation priorities."
"6678",21316,"article","Creational Capabilities of Language (Language Implications for Our Narratives--Reflections for Rural Human Service Workers)."
"6679",119064,"article","Creative Assessment: Involving Service Users in Student Assessment in Social Work"
"6680",17572,"article","Creative connections: Parenting capacity, reading with children and practitioner assessment and intervention."
"6681",15048,"article","Creative expression and resilience among Holocaust survivors."
"6682",22332,"article","Creative pathways to establishing a graduate social work program: An international context."
"6683",22759,"article","Creative use of focus groups: Providing healing and support to NYC Chinatown residents after the 9/11 attacks."
"6684",119284,"article","Creativity and Competence: Reconstructing Social Work for the Millennium"
"6685",119063,"article","Creativity and Practice Teaching"
"6686",11429,"article","Creativity and the self: A self psychological approach to art and healing."
"6687",55529,"article","Creativity in social work practice: a pedagogy."
"6688",121670,"article","Creativity, fantasy, role-play and theatre in social work"
"6689",17773,"article","Creativity, fantasy, role-play and theatre in social work: A voice from the past or steps for the future?"
"6690",54387,"article","Creativity: an overview and framework for the social work practitioner."
"6691",50680,"article","Credit and financial services in America's fringe economy."
"6692",56825,"article","Credit as a women's issue in social development: the Janashakthi banking society in Sri Lanka."
"6693",11909,"article","Credit building in IDA programs: Early findings of a longitudinal study."
"6694",12396,"article","Credit card and mortgage debt: A panel study, 2004 and 2008."
"6695",18431,"article","Cribs for kids: Risk and reduction of sudden infant death syndrome and accidental suffocation."
"6696",53555,"article","Crime rates and confidence in the police: America's changing attitudes toward crime and police, 1972-1999."
"6697",24110,"article","Crime rates and confidence in the police: America's changing attitudes toward crime and policy, 1972–1999."
"6698",41922,"article","Crime victim and offender mediation as a social work strategy."
"6699",1438,"article","Crime victims and offenders in mediation: An emerging area of social work practice."
"6700",669,"article","Crime victims confront their offenders: The impact of a Minneapolis mediation program."
"6701",2543,"article","Crime, drug abuse and mental illness: A comparison of homeless men and women."
"6702",24065,"article","Crimes against people with mental illness: Types, perpetrators, and influencing factors."
"6703",119515,"article","Criminal Investigation and Proceedings of Juvenile Delinquency in Iran"
"6704",46862,"article","Criminal exploitation of children in contemporary Nigeria."
"6705",47486,"article","Criminal justice social work and probation. Principles and values."
"6706",47490,"article","Criminal justice social work in Scotland."
"6707",249,"article","Criminal prosecution of child protection workers."
"6708",17108,"article","Criminal rewards: The impact of parent alienation syndrome on families."
"6709",45065,"article","Criminalization of youth in Romania: The creation and amplification of youth deviance."
"6710",47484,"article","Criminalogical perspective over criminal and post-criminal psychosocial assistance."
"6711",835,"article","Crises that threaten out-of-home placement of children with emotional and behavioral disorders."
"6712",31276,"article","Crisis ... What Crisis? The Revitalization of Academic Feminism."
"6713",30478,"article","Crisis Intervention by Social Workers in Fire Departments: An Innovative Role for Social Workers."
"6714",54762,"article","Crisis and challenge: social work practice in an environment of economic reform in Zimbabwe."
"6715",41235,"article","Crisis in the workplace: the role of the occupational social worker."
"6716",20795,"article","Crisis intervention and crisis team models in schools."
"6717",18568,"article","Crisis intervention: A practice model for people who have dementia and their carers."
"6718",39490,"article","Crisis of the American orphanage, 1931-1940."
"6719",503,"article","Crisis or opportunity: A healthcare social worker director's response to change."
"6720",56334,"article","Crisis or opportunity: a healthcare social work director's response to change."
"6721",16031,"article","Crisis resolution: A service response to mental distress."
"6722",22292,"article","Crisis, Trauma, and Challenge: A Relational Resilience Approach for Healing, Transformation and Growth."
"6723",14962,"article","Crisis, social support, and the family response: Exploring the narratives of young breast cancer survivors."
"6724",1920,"article","Criteria for selecting practice theories: Working with alcoholic women."
"6725",1979,"article","Criteria for terminating treatment."
"6726",121010,"article","Critical Field Instructor Behaviors: Student and Field Instructor Views"
"6727",119092,"article","Critical Issues in Multidisciplinary Child Sexual Abuse Allegation Investigations"
"6728",119582,"article","Critical Macroeconomics Analysis under the Poverty Reduction and Growth Facility (PRGF) Arrangement for Bangladesh"
"6729",120327,"article","Critical Race Discourse and Tenets for Social Work"
"6730",22486,"article","Critical Reflection in Community-Based Evaluation."
"6731",37098,"article","Critical Thinking and the Web."
"6732",19844,"article","Critical Thinking in Social Care and Social Work: Searching Student Assignments for the Evidence."
