"","Country","N","Freq"
"1967","Guatemala","11",0
"1968","Guinea","11",0
"1969","Guyana","11",0
"1970","Haiti","11",0
"1971","Honduras","11",0
"1972","Hong Kong","11",0
"1973","Hungary","11",0
"1974","Iceland","11",0
"1975","India","11",0
"1976","Indonesia","11",0
"1977","Iran","11",0
"1978","Iraq","11",0
"1979","Ireland","11",0
"1980","Israel","11",0
"1981","Italy","11",0
"1982","Ivory Coast","11",0
"1983","Jamaica","11",0
"1984","Japan","11",0
"1985","Jordan","11",0
"1986","Kazakhstan","11",0
"1987","Kenya","11",0
"1988","Korea","11",0
"1989","Kuwait","11",0
"1990","Kyrgyzstan","11",0
"1991","Laos","11",0
"1992","Latin America","11",0
"1993","Latvia","11",0
"1994","Lebanon","11",0
"1995","Lesotho","11",0
"1996","Liberia","11",0
"1997","Lithuania","11",0
"1998","Luxembourg","11",0
"1999","Macao","11",0
"2000","Macau","11",0
"2001","Macedonia","11",0
"2002","Malawi","11",0
"2003","Malaysia","11",1
"2004","Malta","11",0
"2005","Marshall Islands","11",0
"2006","Mauritius","11",0
"2007","Mexico","11",0
"2008","Middle East","11",0
"2009","Moldova","11",0
"2010","Mongolia","11",0
"2011","Morocco","11",0
"2012","Mozambique","11",0
"2013","Myanmar","11",0
"2014","Namibia","11",0
"2015","Nepal","11",0
"2016","Netherlands","11",0
"2017","New Caledonia","11",0
"2018","New Zealand","11",0
"2019","Nicaragua","11",0
"2020","Nigeria","11",0
"2021","North America","11",0
"2022","North Korea","11",0
"2023","Northern Ireland","11",0
"2024","Norway","11",0
"2025","Oceania/Pacific Islands","11",0
"2026","Oman","11",0
"2027","Pakistan","11",0
"2028","Palau","11",0
"2029","Palestine","11",1
"2030","Panama","11",0
"2031","Paraguay","11",0
"2032","Peru","11",0
"2033","Philippines","11",0
"2034","Poland","11",0
"2035","Portugal","11",0
"2036","Puerto Rico","11",0
"2037","Qatar","11",0
"2038","Republic of Congo","11",0
"2039","Republic of Serbia","11",0
"2040","Romania","11",0
"2041","Russia","11",0
"2042","Rwanda","11",0
"2043","Samoa","11",0
"2044","Saudi Arabia","11",0
"2045","Scandinavia","11",0
"2046","Scotland","11",0
"2047","Senegal","11",0
"2048","Serbia and Montenegro","11",0
"2049","Sierra Leone","11",0
"2050","Singapore","11",0
"2051","Slovakia","11",0
"2052","Slovenia","11",1
"2053","Somalia","11",0
"2054","South Africa","11",0
"2055","South America","11",0
"2056","South Korea","11",0
"2057","Spain","11",0
"2058","Sri Lanka","11",0
"2059","St Kitts","11",0
"2060","Sudan","11",0
"2061","Swaziland","11",0
"2062","Sweden","11",0
"2063","Switzerland","11",0
"2064","Syria","11",0
"2065","Taiwan","11",0
"2066","Tajikistan","11",0
"2067","Tanzania","11",0
"2068","Thailand","11",0
"2069","Togo","11",0
"2070","Tonga","11",0
"2071","Trinidad and Tobago","11",0
"2072","Turkey","11",0
"2073","Uganda","11",0
"2074","Ukraine","11",0
"2075","United Arab Emirates","11",0
"2076","United Kingdom","11",0
"2077","Uruguay","11",0
"2078","US","11",0
"2079","US Virgin Islands","11",0
"2080","USSR","11",0
"2081","Venezuela","11",0
"2082","Vietnam","11",0
"2083","Wales","11",0
"2084","West Bank","11",0
"2085","West Indies","11",0
"2086","Western Europe","11",0
"2087","Yemen","11",0
"2088","Yugoslavia","11",0
"2089","Zambia","11",0
"2090","Zimbabwe","11",1
"2091","Afghanistan","12",0
"2092","Africa","12",0
"2093","Albania","12",0
"2094","Algeria","12",0
"2095","Angola","12",0
"2096","Appalachia","12",0
"2097","Argentina","12",0
"2098","Armenia","12",0
"2099","Asia","12",0
"2100","Australia","12",0
"2101","Austria","12",0
"2102","Azerbaijan","12",0
"2103","Bahamas","12",0
"2104","Bahrain","12",0
"2105","Baltic States","12",0
"2106","Bangladesh","12",0
"2107","Barbados","12",0
"2108","Belgium","12",0
"2109","Benin","12",0
"2110","Bermuda","12",0
"2111","Bolivia","12",0
"2112","Bosnia-Herzegovina","12",0
"2113","Botswana","12",0
"2114","Brazil","12",0
"2115","Bulgaria","12",0
"2116","Cambodia","12",0
"2117","Cameroon","12",0
"2118","Canada","12",0
"2119","Caribbean","12",0
"2120","Central America","12",0
"2121","Channel Islands","12",0
"2122","Chile","12",0
"2123","China","12",0
"2124","Colombia","12",0
"2125","Commonwealth of Independent States","12",0
"2126","Costa Rica","12",0
"2127","Croatia","12",0
"2128","Cuba","12",0
"2129","Cyprus","12",0
"2130","Czech Republic","12",0
"2131","Czechoslovakia","12",0
"2132","Democratic Republic of Congo","12",0
"2133","Denmark","12",0
"2134","Dominican Republic","12",0
"2135","Eastern Europe","12",0
"2136","Ecuador","12",0
"2137","Egypt","12",0
"2138","El Salvador","12",0
"2139","England","12",0
"2140","Eritrea","12",0
"2141","Estonia","12",0
"2142","Ethiopia","12",0
"2143","Europe","12",0
"2144","Fiji","12",0
"2145","Finland","12",0
"2146","France","12",0
"2147","French Polynesia","12",0
"2148","Gambia","12",0
"2149","Gaza Strip","12",0
"2150","Georgia","12",0
"2151","Germany","12",0
"2152","Ghana","12",0
"2153","Great Britain","12",0
"2154","Greece","12",0
"2155","Grenada","12",0
"2156","Guam","12",0
"2157","Guatemala","12",0
"2158","Guinea","12",0
"2159","Guyana","12",0
"2160","Haiti","12",0
"2161","Honduras","12",0
"2162","Hong Kong","12",0
"2163","Hungary","12",0
"2164","Iceland","12",0
"2165","India","12",0
"2166","Indonesia","12",0
"2167","Iran","12",0
"2168","Iraq","12",0
"2169","Ireland","12",0
"2170","Israel","12",0
"2171","Italy","12",0
"2172","Ivory Coast","12",0
"2173","Jamaica","12",0
"2174","Japan","12",0
"2175","Jordan","12",0
"2176","Kazakhstan","12",0
"2177","Kenya","12",0
"2178","Korea","12",0
"2179","Kuwait","12",0
"2180","Kyrgyzstan","12",0
"2181","Laos","12",0
"2182","Latin America","12",0
"2183","Latvia","12",0
"2184","Lebanon","12",0
"2185","Lesotho","12",0
"2186","Liberia","12",0
"2187","Lithuania","12",0
"2188","Luxembourg","12",0
"2189","Macao","12",0
"2190","Macau","12",0
"2191","Macedonia","12",0
"2192","Malawi","12",0
"2193","Malaysia","12",0
"2194","Malta","12",0
"2195","Marshall Islands","12",0
"2196","Mauritius","12",0
"2197","Mexico","12",0
"2198","Middle East","12",0
"2199","Moldova","12",0
"2200","Mongolia","12",0
"2201","Morocco","12",0
"2202","Mozambique","12",0
"2203","Myanmar","12",0
"2204","Namibia","12",0
"2205","Nepal","12",0
"2206","Netherlands","12",0
"2207","New Caledonia","12",0
"2208","New Zealand","12",0
"2209","Nicaragua","12",0
"2210","Nigeria","12",0
"2211","North America","12",0
"2212","North Korea","12",0
"2213","Northern Ireland","12",0
"2214","Norway","12",0
"2215","Oceania/Pacific Islands","12",0
"2216","Oman","12",0
"2217","Pakistan","12",0
"2218","Palau","12",0
"2219","Palestine","12",0
"2220","Panama","12",0
"2221","Paraguay","12",0
"2222","Peru","12",0
"2223","Philippines","12",0
"2224","Poland","12",1
"2225","Portugal","12",0
"2226","Puerto Rico","12",0
"2227","Qatar","12",0
"2228","Republic of Congo","12",0
"2229","Republic of Serbia","12",0
"2230","Romania","12",0
"2231","Russia","12",0
"2232","Rwanda","12",0
"2233","Samoa","12",0
"2234","Saudi Arabia","12",0
"2235","Scandinavia","12",0
"2236","Scotland","12",0
"2237","Senegal","12",0
"2238","Serbia and Montenegro","12",0
"2239","Sierra Leone","12",0
"2240","Singapore","12",0
"2241","Slovakia","12",0
"2242","Slovenia","12",0
"2243","Somalia","12",0
"2244","South Africa","12",0
"2245","South America","12",0
"2246","South Korea","12",0
"2247","Spain","12",0
"2248","Sri Lanka","12",0
"2249","St Kitts","12",0
"2250","Sudan","12",0
"2251","Swaziland","12",0
"2252","Sweden","12",0
"2253","Switzerland","12",0
"2254","Syria","12",0
"2255","Taiwan","12",0
"2256","Tajikistan","12",0
"2257","Tanzania","12",0
"2258","Thailand","12",0
"2259","Togo","12",0
"2260","Tonga","12",0
"2261","Trinidad and Tobago","12",0
"2262","Turkey","12",0
"2263","Uganda","12",0
"2264","Ukraine","12",0
"2265","United Arab Emirates","12",0
"2266","United Kingdom","12",0
"2267","Uruguay","12",0
"2268","US","12",0
"2269","US Virgin Islands","12",0
"2270","USSR","12",0
"2271","Venezuela","12",0
"2272","Vietnam","12",0
"2273","Wales","12",0
"2274","West Bank","12",0
"2275","West Indies","12",0
"2276","Western Europe","12",0
"2277","Yemen","12",0
"2278","Yugoslavia","12",0
"2279","Zambia","12",0
"2280","Zimbabwe","12",0
"2281","Afghanistan","13",0
"2282","Africa","13",0
"2283","Albania","13",0
"2284","Algeria","13",0
"2285","Angola","13",0
"2286","Appalachia","13",0
"2287","Argentina","13",0
"2288","Armenia","13",0
"2289","Asia","13",0
"2290","Australia","13",0
"2291","Austria","13",0
"2292","Azerbaijan","13",0
"2293","Bahamas","13",0
"2294","Bahrain","13",0
"2295","Baltic States","13",0
"2296","Bangladesh","13",0
"2297","Barbados","13",0
"2298","Belgium","13",0
"2299","Benin","13",0
"2300","Bermuda","13",0
"2301","Bolivia","13",0
"2302","Bosnia-Herzegovina","13",0
"2303","Botswana","13",0
"2304","Brazil","13",0
"2305","Bulgaria","13",0
"2306","Cambodia","13",0
"2307","Cameroon","13",0
"2308","Canada","13",0
"2309","Caribbean","13",0
"2310","Central America","13",0
"2311","Channel Islands","13",0
"2312","Chile","13",0
"2313","China","13",0
"2314","Colombia","13",0
"2315","Commonwealth of Independent States","13",0
"2316","Costa Rica","13",0
"2317","Croatia","13",0
"2318","Cuba","13",0
"2319","Cyprus","13",0
"2320","Czech Republic","13",0
"2321","Czechoslovakia","13",0
"2322","Democratic Republic of Congo","13",0
"2323","Denmark","13",0
"2324","Dominican Republic","13",0
"2325","Eastern Europe","13",0
"2326","Ecuador","13",0
"2327","Egypt","13",0
"2328","El Salvador","13",0
"2329","England","13",0
"2330","Eritrea","13",0
"2331","Estonia","13",0
"2332","Ethiopia","13",0
"2333","Europe","13",0
"2334","Fiji","13",0
"2335","Finland","13",0
"2336","France","13",0
"2337","French Polynesia","13",0
"2338","Gambia","13",0
"2339","Gaza Strip","13",0
"2340","Georgia","13",0
"2341","Germany","13",0
"2342","Ghana","13",0
"2343","Great Britain","13",0
"2344","Greece","13",0
"2345","Grenada","13",0
"2346","Guam","13",0
"2347","Guatemala","13",0
"2348","Guinea","13",0
"2349","Guyana","13",0
"2350","Haiti","13",0
"2351","Honduras","13",0
"2352","Hong Kong","13",0
"2353","Hungary","13",0
"2354","Iceland","13",0
"2355","India","13",0
"2356","Indonesia","13",0
"2357","Iran","13",0
"2358","Iraq","13",0
"2359","Ireland","13",0
"2360","Israel","13",0
"2361","Italy","13",0
"2362","Ivory Coast","13",0
"2363","Jamaica","13",0
"2364","Japan","13",0
"2365","Jordan","13",0
"2366","Kazakhstan","13",0
"2367","Kenya","13",0
"2368","Korea","13",0
"2369","Kuwait","13",0
"2370","Kyrgyzstan","13",0
"2371","Laos","13",0
"2372","Latin America","13",0
"2373","Latvia","13",0
"2374","Lebanon","13",0
"2375","Lesotho","13",0
"2376","Liberia","13",0
"2377","Lithuania","13",0
"2378","Luxembourg","13",0
"2379","Macao","13",0
"2380","Macau","13",0
"2381","Macedonia","13",0
"2382","Malawi","13",0
"2383","Malaysia","13",0
"2384","Malta","13",0
"2385","Marshall Islands","13",0
"2386","Mauritius","13",0
"2387","Mexico","13",0
"2388","Middle East","13",0
"2389","Moldova","13",0
"2390","Mongolia","13",0
"2391","Morocco","13",0
"2392","Mozambique","13",0
"2393","Myanmar","13",0
"2394","Namibia","13",0
"2395","Nepal","13",0
"2396","Netherlands","13",0
"2397","New Caledonia","13",0
"2398","New Zealand","13",0
"2399","Nicaragua","13",0
"2400","Nigeria","13",0
"2401","North America","13",0
"2402","North Korea","13",0
"2403","Northern Ireland","13",0
"2404","Norway","13",0
"2405","Oceania/Pacific Islands","13",0
"2406","Oman","13",0
"2407","Pakistan","13",0
"2408","Palau","13",0
"2409","Palestine","13",0
"2410","Panama","13",0
"2411","Paraguay","13",0
"2412","Peru","13",0
"2413","Philippines","13",0
"2414","Poland","13",0
"2415","Portugal","13",0
"2416","Puerto Rico","13",0
"2417","Qatar","13",0
"2418","Republic of Congo","13",0
"2419","Republic of Serbia","13",0
"2420","Romania","13",0
"2421","Russia","13",0
"2422","Rwanda","13",0
"2423","Samoa","13",0
"2424","Saudi Arabia","13",0
"2425","Scandinavia","13",0
"2426","Scotland","13",0
"2427","Senegal","13",0
"2428","Serbia and Montenegro","13",0
"2429","Sierra Leone","13",0
"2430","Singapore","13",0
"2431","Slovakia","13",0
"2432","Slovenia","13",0
"2433","Somalia","13",0
"2434","South Africa","13",0
"2435","South America","13",0
"2436","South Korea","13",0
"2437","Spain","13",0
"2438","Sri Lanka","13",0
"2439","St Kitts","13",0
"2440","Sudan","13",0
"2441","Swaziland","13",0
"2442","Sweden","13",0
"2443","Switzerland","13",0
"2444","Syria","13",0
"2445","Taiwan","13",0
"2446","Tajikistan","13",0
"2447","Tanzania","13",0
"2448","Thailand","13",0
"2449","Togo","13",0
"2450","Tonga","13",0
"2451","Trinidad and Tobago","13",0
"2452","Turkey","13",0
"2453","Uganda","13",0
"2454","Ukraine","13",0
"2455","United Arab Emirates","13",0
"2456","United Kingdom","13",0
"2457","Uruguay","13",0
"2458","US","13",0
"2459","US Virgin Islands","13",0
"2460","USSR","13",0
"2461","Venezuela","13",0
"2462","Vietnam","13",0
"2463","Wales","13",0
"2464","West Bank","13",0
"2465","West Indies","13",0
"2466","Western Europe","13",0
"2467","Yemen","13",0
"2468","Yugoslavia","13",0
"2469","Zambia","13",1
"2470","Zimbabwe","13",0
"2471","Afghanistan","14",0
"2472","Africa","14",0
"2473","Albania","14",0
"2474","Algeria","14",0
"2475","Angola","14",0
"2476","Appalachia","14",0
"2477","Argentina","14",0
"2478","Armenia","14",0
"2479","Asia","14",0
"2480","Australia","14",0
"2481","Austria","14",0
"2482","Azerbaijan","14",0
"2483","Bahamas","14",0
"2484","Bahrain","14",0
"2485","Baltic States","14",0
"2486","Bangladesh","14",0
"2487","Barbados","14",0
"2488","Belgium","14",0
"2489","Benin","14",0
"2490","Bermuda","14",0
"2491","Bolivia","14",0
"2492","Bosnia-Herzegovina","14",0
"2493","Botswana","14",1
"2494","Brazil","14",0
"2495","Bulgaria","14",0
"2496","Cambodia","14",0
"2497","Cameroon","14",0
"2498","Canada","14",0
"2499","Caribbean","14",0
"2500","Central America","14",0
"2501","Channel Islands","14",0
"2502","Chile","14",1
"2503","China","14",0
"2504","Colombia","14",0
"2505","Commonwealth of Independent States","14",0
"2506","Costa Rica","14",0
"2507","Croatia","14",1
"2508","Cuba","14",0
"2509","Cyprus","14",0
"2510","Czech Republic","14",0
"2511","Czechoslovakia","14",0
"2512","Democratic Republic of Congo","14",0
"2513","Denmark","14",0
"2514","Dominican Republic","14",0
"2515","Eastern Europe","14",0
"2516","Ecuador","14",0
"2517","Egypt","14",0
"2518","El Salvador","14",0
"2519","England","14",0
"2520","Eritrea","14",0
"2521","Estonia","14",0
"2522","Ethiopia","14",0
"2523","Europe","14",0
"2524","Fiji","14",0
"2525","Finland","14",0
"2526","France","14",0
"2527","French Polynesia","14",0
"2528","Gambia","14",0
"2529","Gaza Strip","14",0
"2530","Georgia","14",0
"2531","Germany","14",0
"2532","Ghana","14",0
"2533","Great Britain","14",0
"2534","Greece","14",0
"2535","Grenada","14",0
"2536","Guam","14",0
"2537","Guatemala","14",0
"2538","Guinea","14",0
"2539","Guyana","14",0
"2540","Haiti","14",0
"2541","Honduras","14",0
"2542","Hong Kong","14",0
"2543","Hungary","14",0
"2544","Iceland","14",0
"2545","India","14",0
"2546","Indonesia","14",0
"2547","Iran","14",1
"2548","Iraq","14",0
"2549","Ireland","14",0
"2550","Israel","14",0
"2551","Italy","14",0
"2552","Ivory Coast","14",0
"2553","Jamaica","14",0
"2554","Japan","14",0
"2555","Jordan","14",0
"2556","Kazakhstan","14",0
"2557","Kenya","14",0
"2558","Korea","14",0
"2559","Kuwait","14",0
"2560","Kyrgyzstan","14",0
"2561","Laos","14",0
"2562","Latin America","14",0
"2563","Latvia","14",0
"2564","Lebanon","14",0
"2565","Lesotho","14",0
"2566","Liberia","14",0
"2567","Lithuania","14",0
"2568","Luxembourg","14",0
"2569","Macao","14",0
"2570","Macau","14",0
"2571","Macedonia","14",0
"2572","Malawi","14",0
"2573","Malaysia","14",0
"2574","Malta","14",0
"2575","Marshall Islands","14",0
"2576","Mauritius","14",0
"2577","Mexico","14",0
"2578","Middle East","14",0
"2579","Moldova","14",0
"2580","Mongolia","14",0
"2581","Morocco","14",0
"2582","Mozambique","14",0
"2583","Myanmar","14",0
"2584","Namibia","14",0
"2585","Nepal","14",0
"2586","Netherlands","14",0
"2587","New Caledonia","14",0
"2588","New Zealand","14",0
"2589","Nicaragua","14",0
"2590","Nigeria","14",0
"2591","North America","14",0
"2592","North Korea","14",0
"2593","Northern Ireland","14",0
"2594","Norway","14",0
"2595","Oceania/Pacific Islands","14",0
"2596","Oman","14",0
"2597","Pakistan","14",0
"2598","Palau","14",0
"2599","Palestine","14",0
"2600","Panama","14",0
"2601","Paraguay","14",0
"2602","Peru","14",0
"2603","Philippines","14",0
"2604","Poland","14",0
"2605","Portugal","14",0
"2606","Puerto Rico","14",0
"2607","Qatar","14",0
"2608","Republic of Congo","14",0
"2609","Republic of Serbia","14",0
"2610","Romania","14",0
"2611","Russia","14",0
"2612","Rwanda","14",0
"2613","Samoa","14",0
"2614","Saudi Arabia","14",0
"2615","Scandinavia","14",0
"2616","Scotland","14",0
"2617","Senegal","14",0
"2618","Serbia and Montenegro","14",0
"2619","Sierra Leone","14",0
"2620","Singapore","14",0
"2621","Slovakia","14",0
"2622","Slovenia","14",0
"2623","Somalia","14",0
"2624","South Africa","14",0
"2625","South America","14",0
"2626","South Korea","14",0
"2627","Spain","14",0
"2628","Sri Lanka","14",0
"2629","St Kitts","14",0
"2630","Sudan","14",0
"2631","Swaziland","14",0
"2632","Sweden","14",0
"2633","Switzerland","14",0
"2634","Syria","14",0
"2635","Taiwan","14",0
"2636","Tajikistan","14",0
"2637","Tanzania","14",0
"2638","Thailand","14",0
"2639","Togo","14",0
"2640","Tonga","14",0
"2641","Trinidad and Tobago","14",0
"2642","Turkey","14",0
"2643","Uganda","14",0
"2644","Ukraine","14",0
"2645","United Arab Emirates","14",0
"2646","United Kingdom","14",0
"2647","Uruguay","14",0
"2648","US","14",0
"2649","US Virgin Islands","14",0
"2650","USSR","14",0
"2651","Venezuela","14",0
"2652","Vietnam","14",0
"2653","Wales","14",0
"2654","West Bank","14",0
"2655","West Indies","14",0
"2656","Western Europe","14",0
"2657","Yemen","14",0
"2658","Yugoslavia","14",0
"2659","Zambia","14",0
"2660","Zimbabwe","14",0
"2661","Afghanistan","15",0
"2662","Africa","15",0
"2663","Albania","15",0
"2664","Algeria","15",0
"2665","Angola","15",0
"2666","Appalachia","15",0
"2667","Argentina","15",0
"2668","Armenia","15",0
"2669","Asia","15",0
"2670","Australia","15",0
"2671","Austria","15",0
"2672","Azerbaijan","15",0
"2673","Bahamas","15",0
"2674","Bahrain","15",0
"2675","Baltic States","15",0
"2676","Bangladesh","15",0
"2677","Barbados","15",0
"2678","Belgium","15",0
"2679","Benin","15",0
"2680","Bermuda","15",0
"2681","Bolivia","15",0
"2682","Bosnia-Herzegovina","15",0
"2683","Botswana","15",0
"2684","Brazil","15",0
"2685","Bulgaria","15",0
"2686","Cambodia","15",0
"2687","Cameroon","15",0
"2688","Canada","15",0
"2689","Caribbean","15",0
"2690","Central America","15",0
"2691","Channel Islands","15",0
"2692","Chile","15",0
"2693","China","15",0
"2694","Colombia","15",0
"2695","Commonwealth of Independent States","15",0
"2696","Costa Rica","15",0
"2697","Croatia","15",0
"2698","Cuba","15",0
"2699","Cyprus","15",0
"2700","Czech Republic","15",0
"2701","Czechoslovakia","15",0
"2702","Democratic Republic of Congo","15",0
"2703","Denmark","15",0
"2704","Dominican Republic","15",0
"2705","Eastern Europe","15",0
"2706","Ecuador","15",0
"2707","Egypt","15",0
"2708","El Salvador","15",0
"2709","England","15",0
"2710","Eritrea","15",0
"2711","Estonia","15",0
"2712","Ethiopia","15",0
"2713","Europe","15",0
"2714","Fiji","15",0
"2715","Finland","15",0
"2716","France","15",0
"2717","French Polynesia","15",0
"2718","Gambia","15",0
"2719","Gaza Strip","15",0
"2720","Georgia","15",0
"2721","Germany","15",0
"2722","Ghana","15",0
"2723","Great Britain","15",0
"2724","Greece","15",0
"2725","Grenada","15",0
"2726","Guam","15",0
"2727","Guatemala","15",0
"2728","Guinea","15",0
"2729","Guyana","15",0
"2730","Haiti","15",0
"2731","Honduras","15",0
"2732","Hong Kong","15",0
"2733","Hungary","15",0
"2734","Iceland","15",0
"2735","India","15",0
"2736","Indonesia","15",0
"2737","Iran","15",0
"2738","Iraq","15",0
"2739","Ireland","15",0
"2740","Israel","15",0
"2741","Italy","15",0
"2742","Ivory Coast","15",0
"2743","Jamaica","15",0
"2744","Japan","15",0
"2745","Jordan","15",0
"2746","Kazakhstan","15",0
"2747","Kenya","15",1
"2748","Korea","15",0
"2749","Kuwait","15",0
"2750","Kyrgyzstan","15",0
"2751","Laos","15",0
"2752","Latin America","15",0
"2753","Latvia","15",0
"2754","Lebanon","15",0
"2755","Lesotho","15",0
"2756","Liberia","15",0
"2757","Lithuania","15",0
"2758","Luxembourg","15",0
"2759","Macao","15",0
"2760","Macau","15",0
"2761","Macedonia","15",0
"2762","Malawi","15",0
"2763","Malaysia","15",0
"2764","Malta","15",0
"2765","Marshall Islands","15",0
"2766","Mauritius","15",0
"2767","Mexico","15",0
"2768","Middle East","15",0
"2769","Moldova","15",0
"2770","Mongolia","15",0
"2771","Morocco","15",0
"2772","Mozambique","15",0
"2773","Myanmar","15",0
"2774","Namibia","15",0
"2775","Nepal","15",0
"2776","Netherlands","15",0
"2777","New Caledonia","15",0
"2778","New Zealand","15",0
"2779","Nicaragua","15",0
"2780","Nigeria","15",0
"2781","North America","15",1
"2782","North Korea","15",0
"2783","Northern Ireland","15",0
"2784","Norway","15",0
"2785","Oceania/Pacific Islands","15",0
"2786","Oman","15",0
"2787","Pakistan","15",0
"2788","Palau","15",0
"2789","Palestine","15",0
"2790","Panama","15",0
"2791","Paraguay","15",0
"2792","Peru","15",0
"2793","Philippines","15",0
"2794","Poland","15",0
"2795","Portugal","15",0
"2796","Puerto Rico","15",0
"2797","Qatar","15",0
"2798","Republic of Congo","15",0
"2799","Republic of Serbia","15",0
"2800","Romania","15",0
"2801","Russia","15",0
"2802","Rwanda","15",0
"2803","Samoa","15",0
"2804","Saudi Arabia","15",0
"2805","Scandinavia","15",0
"2806","Scotland","15",0
"2807","Senegal","15",0
"2808","Serbia and Montenegro","15",0
"2809","Sierra Leone","15",0
"2810","Singapore","15",0
"2811","Slovakia","15",0
"2812","Slovenia","15",0
"2813","Somalia","15",0
"2814","South Africa","15",0
"2815","South America","15",0
"2816","South Korea","15",0
"2817","Spain","15",0
"2818","Sri Lanka","15",0
"2819","St Kitts","15",0
"2820","Sudan","15",0
"2821","Swaziland","15",0
"2822","Sweden","15",0
"2823","Switzerland","15",0
"2824","Syria","15",0
"2825","Taiwan","15",0
"2826","Tajikistan","15",0
"2827","Tanzania","15",0
"2828","Thailand","15",0
"2829","Togo","15",0
"2830","Tonga","15",0
"2831","Trinidad and Tobago","15",0
"2832","Turkey","15",0
"2833","Uganda","15",0
"2834","Ukraine","15",0
"2835","United Arab Emirates","15",0
"2836","United Kingdom","15",0
"2837","Uruguay","15",0
"2838","US","15",0
"2839","US Virgin Islands","15",0
"2840","USSR","15",0
"2841","Venezuela","15",0
"2842","Vietnam","15",0
"2843","Wales","15",0
"2844","West Bank","15",0
"2845","West Indies","15",0
"2846","Western Europe","15",0
"2847","Yemen","15",0
"2848","Yugoslavia","15",0
"2849","Zambia","15",0
"2850","Zimbabwe","15",0
"2851","Afghanistan","16",0
"2852","Africa","16",0
"2853","Albania","16",0
"2854","Algeria","16",0
"2855","Angola","16",0
"2856","Appalachia","16",0
"2857","Argentina","16",0
"2858","Armenia","16",0
"2859","Asia","16",0
"2860","Australia","16",0
"2861","Austria","16",1
"2862","Azerbaijan","16",0
"2863","Bahamas","16",0
"2864","Bahrain","16",0
"2865","Baltic States","16",0
"2866","Bangladesh","16",0
"2867","Barbados","16",0
"2868","Belgium","16",0
"2869","Benin","16",0
"2870","Bermuda","16",0
"2871","Bolivia","16",0
"2872","Bosnia-Herzegovina","16",0
"2873","Botswana","16",0
"2874","Brazil","16",0
"2875","Bulgaria","16",0
"2876","Cambodia","16",0
"2877","Cameroon","16",0
"2878","Canada","16",0
"2879","Caribbean","16",0
"2880","Central America","16",0
"2881","Channel Islands","16",0
"2882","Chile","16",0
"2883","China","16",0
"2884","Colombia","16",0
"2885","Commonwealth of Independent States","16",0
"2886","Costa Rica","16",0
"2887","Croatia","16",0
"2888","Cuba","16",0
"2889","Cyprus","16",0
"2890","Czech Republic","16",0
"2891","Czechoslovakia","16",0
"2892","Democratic Republic of Congo","16",0
"2893","Denmark","16",0
"2894","Dominican Republic","16",0
"2895","Eastern Europe","16",0
"2896","Ecuador","16",0
"2897","Egypt","16",0
"2898","El Salvador","16",0
"2899","England","16",0
"2900","Eritrea","16",0
"2901","Estonia","16",0
"2902","Ethiopia","16",1
"2903","Europe","16",0
"2904","Fiji","16",0
"2905","Finland","16",0
"2906","France","16",0
"2907","French Polynesia","16",0
"2908","Gambia","16",0
"2909","Gaza Strip","16",0
"2910","Georgia","16",0
"2911","Germany","16",0
"2912","Ghana","16",0
"2913","Great Britain","16",0
"2914","Greece","16",0
"2915","Grenada","16",0
"2916","Guam","16",0
"2917","Guatemala","16",0
"2918","Guinea","16",0
"2919","Guyana","16",0
"2920","Haiti","16",0
"2921","Honduras","16",0
"2922","Hong Kong","16",0
"2923","Hungary","16",0
"2924","Iceland","16",0
"2925","India","16",0
"2926","Indonesia","16",0
"2927","Iran","16",0
"2928","Iraq","16",0
"2929","Ireland","16",0
"2930","Israel","16",0
"2931","Italy","16",0
"2932","Ivory Coast","16",0
"2933","Jamaica","16",0
"2934","Japan","16",0
"2935","Jordan","16",0
"2936","Kazakhstan","16",0
"2937","Kenya","16",0
"2938","Korea","16",0
"2939","Kuwait","16",0
"2940","Kyrgyzstan","16",0
"2941","Laos","16",0
"2942","Latin America","16",0
"2943","Latvia","16",0
"2944","Lebanon","16",0
"2945","Lesotho","16",0
"2946","Liberia","16",0
"2947","Lithuania","16",0
"2948","Luxembourg","16",0
"2949","Macao","16",0
"2950","Macau","16",0
"2951","Macedonia","16",0
"2952","Malawi","16",0
"2953","Malaysia","16",0
"2954","Malta","16",0
"2955","Marshall Islands","16",0
"2956","Mauritius","16",0
"2957","Mexico","16",0
"2958","Middle East","16",0
"2959","Moldova","16",0
"2960","Mongolia","16",0
"2961","Morocco","16",0
"2962","Mozambique","16",0
"2963","Myanmar","16",0
"2964","Namibia","16",0
"2965","Nepal","16",0
"2966","Netherlands","16",0
"2967","New Caledonia","16",0
"2968","New Zealand","16",0
"2969","Nicaragua","16",0
"2970","Nigeria","16",0
"2971","North America","16",0
"2972","North Korea","16",0
"2973","Northern Ireland","16",0
"2974","Norway","16",0
"2975","Oceania/Pacific Islands","16",0
"2976","Oman","16",0
"2977","Pakistan","16",0
"2978","Palau","16",0
"2979","Palestine","16",0
"2980","Panama","16",0
"2981","Paraguay","16",0
"2982","Peru","16",0
"2983","Philippines","16",0
"2984","Poland","16",0
"2985","Portugal","16",0
"2986","Puerto Rico","16",0
"2987","Qatar","16",0
"2988","Republic of Congo","16",0
"2989","Republic of Serbia","16",0
