"","articleID","title","year"
"9848",17382,"International Journal of Social Welfare","2008"
"9849",17383,"International Journal of Social Welfare","2008"
"9850",17384,"International Social Work","2008"
"9851",17385,"International Social Work","2008"
"9852",17386,"International Social Work","2008"
"9853",17387,"International Social Work","2008"
"9854",17388,"International Social Work","2008"
"9855",17389,"International Social Work","2008"
"9856",17390,"International Social Work","2008"
"9857",17391,"International Social Work","2008"
"9858",17392,"Research on Social Work Practice","2008"
"9859",17393,"Research on Social Work Practice","2008"
"9860",17394,"Research on Social Work Practice","2008"
"9861",17395,"Research on Social Work Practice","2008"
"9862",17396,"Research on Social Work Practice","2008"
"9863",17397,"Research on Social Work Practice","2008"
"9864",17398,"Research on Social Work Practice","2008"
"9865",17399,"Research on Social Work Practice","2008"
"9866",17400,"Research on Social Work Practice","2008"
"9867",17402,"Journal of Social Work Practice","2008"
"9868",17403,"Journal of Social Work Practice","2008"
"9869",17404,"Journal of Social Work Practice","2008"
"9870",17405,"Journal of Social Work Practice","2008"
"9871",17406,"Journal of Social Work Practice","2008"
"9872",17407,"Journal of Social Work Practice","2008"
"9873",17408,"Journal of Social Work Practice","2008"
"9874",17409,"Journal of Social Work Practice","2008"
"9875",17410,"Australian Social Work","2008"
"9876",17411,"Australian Social Work","2008"
"9877",17412,"Journal of Sociology & Social Welfare","2008"
"9878",17413,"Journal of Sociology & Social Welfare","2008"
"9879",17414,"Journal of Sociology & Social Welfare","2008"
"9880",17415,"Journal of Sociology & Social Welfare","2008"
"9881",17416,"Journal of Sociology & Social Welfare","2008"
"9882",17417,"Journal of Sociology & Social Welfare","2008"
"9883",17418,"Journal of Sociology & Social Welfare","2008"
"9884",17419,"Social Work Research","2008"
"9885",17420,"Social Work Research","2008"
"9886",17421,"Social Work Research","2008"
"9887",17422,"Social Work Research","2008"
"9888",17423,"Social Work Research","2008"
"9889",17425,"Journal of Psychosocial Oncology","2008"
"9890",17426,"Journal of Psychosocial Oncology","2008"
"9891",17427,"Journal of Psychosocial Oncology","2008"
"9892",17428,"Journal of Psychosocial Oncology","2008"
"9893",17429,"Journal of Psychosocial Oncology","2008"
"9894",17430,"Journal of Psychosocial Oncology","2008"
"9895",17431,"Journal of Psychosocial Oncology","2008"
"9896",17432,"Social Service Review","2008"
"9897",17433,"Social Service Review","2008"
"9898",17434,"Social Service Review","2008"
"9899",17435,"Social Service Review","2008"
"9900",17436,"Social Service Review","2008"
"9901",17437,"Social Service Review","2008"
"9902",17438,"Child & Adolescent Social Work Journal","2008"
"9903",17439,"Child & Adolescent Social Work Journal","2008"
"9904",17440,"Child & Adolescent Social Work Journal","2008"
"9905",17441,"Child & Adolescent Social Work Journal","2008"
"9906",17442,"Child & Adolescent Social Work Journal","2008"
"9907",17443,"Qualitative Social Work","2008"
"9908",17444,"Qualitative Social Work","2008"
"9909",17445,"Qualitative Social Work","2008"
"9910",17446,"Qualitative Social Work","2008"
"9911",17447,"Qualitative Social Work","2008"
"9912",17449,"Clinical Social Work Journal","2008"
"9913",17450,"Clinical Social Work Journal","2008"
"9914",17451,"Clinical Social Work Journal","2008"
"9915",17452,"Clinical Social Work Journal","2008"
"9916",17453,"Clinical Social Work Journal","2008"
"9917",17454,"Clinical Social Work Journal","2008"
"9918",17455,"Clinical Social Work Journal","2008"
"9919",17457,"Social Work Education","2008"
"9920",17458,"Social Work Education","2008"
"9921",17459,"Social Work Education","2008"
"9922",17460,"Social Work Education","2008"
"9923",17461,"Social Work Education","2008"
"9924",17462,"Social Work Education","2008"
"9925",17463,"Social Work Education","2008"
"9926",17464,"International Journal of Social Welfare","2011"
"9927",17465,"Qualitative Social Work","2012"
"9928",17470,"School Social Work Journal","2008"
"9929",17471,"School Social Work Journal","2008"
"9930",17472,"School Social Work Journal","2008"
"9931",17473,"School Social Work Journal","2008"
"9932",17474,"School Social Work Journal","2008"
"9933",17475,"School Social Work Journal","2008"
"9934",17476,"Journal of Baccalaureate Social Work","2009"
"9935",17477,"Journal of Baccalaureate Social Work","2009"
"9936",17478,"Journal of Baccalaureate Social Work","2009"
"9937",17479,"Journal of Baccalaureate Social Work","2009"
"9938",17480,"Journal of Baccalaureate Social Work","2009"
"9939",17481,"Journal of Baccalaureate Social Work","2009"
"9940",17482,"Journal of Baccalaureate Social Work","2009"
"9941",17483,"Journal of Baccalaureate Social Work","2009"
"9942",17484,"Journal of Baccalaureate Social Work","2009"
"9943",17485,"Journal of Baccalaureate Social Work","2009"
"9944",17486,"Journal of Baccalaureate Social Work","2009"
"9945",17487,"Journal of Baccalaureate Social Work","2009"
"9946",17488,"Journal of Baccalaureate Social Work","2009"
"9947",17489,"Journal of Baccalaureate Social Work","2009"
"9948",17490,"Journal of Baccalaureate Social Work","2009"
"9949",17491,"Journal of Baccalaureate Social Work","2009"
"9950",17492,"Social Work & Christianity","2007"
"9951",17493,"Social Work & Christianity","2007"
"9952",17494,"Social Work & Christianity","2007"
"9953",17495,"Social Work & Christianity","2007"
"9954",17496,"Social Work & Christianity","2007"
"9955",17497,"Social Work & Christianity","2007"
"9956",17498,"Social Work & Christianity","2007"
"9957",17499,"Social Work & Christianity","2007"
"9958",17500,"International Social Work","2007"
"9959",17501,"International Social Work","2007"
"9960",17502,"International Social Work","2007"
"9961",17503,"International Social Work","2007"
"9962",17504,"International Social Work","2007"
"9963",17505,"International Social Work","2007"
"9964",17506,"International Social Work","2007"
"9965",17507,"International Social Work","2007"
"9966",17508,"Social Development Issues","2008"
"9967",17509,"Social Development Issues","2008"
"9968",17510,"Social Development Issues","2008"
"9969",17511,"Social Development Issues","2008"
"9970",17512,"Journal of Sociology & Social Welfare","2008"
"9971",17513,"Journal of Sociology & Social Welfare","2008"
"9972",17514,"Journal of Sociology & Social Welfare","2008"
"9973",17515,"Journal of Sociology & Social Welfare","2008"
"9974",17516,"Journal of Sociology & Social Welfare","2008"
"9975",17517,"Affilia","2008"
"9976",17518,"Journal of Gerontological Social Work","2008"
"9977",17519,"Journal of Gerontological Social Work","2008"
"9978",17520,"Journal of Gerontological Social Work","2008"
"9979",17521,"Journal of Gerontological Social Work","2008"
"9980",17522,"Journal of Gerontological Social Work","2008"
"9981",17523,"Journal of Gerontological Social Work","2008"
"9982",17524,"Journal of Gerontological Social Work","2008"
"9983",17525,"Journal of Gerontological Social Work","2008"
"9984",17526,"Journal of Gerontological Social Work","2008"
"9985",17527,"Journal of Gerontological Social Work","2008"
"9986",17528,"Journal of Gerontological Social Work","2008"
"9987",17529,"Journal of Gerontological Social Work","2008"
"9988",17530,"Journal of Gerontological Social Work","2008"
"9989",17531,"Journal of Gerontological Social Work","2008"
"9990",17533,"Affilia","2008"
"9991",17534,"Affilia","2008"
"9992",17535,"Affilia","2008"
"9993",17536,"Affilia","2008"
"9994",17537,"Affilia","2008"
"9995",17538,"Affilia","2008"
"9996",17539,"Affilia","2008"
"9997",17540,"Health & Social Work","2008"
"9998",17541,"Health & Social Work","2008"
"9999",17542,"Health & Social Work","2008"
"10000",17543,"Health & Social Work","2008"
"10001",17544,"Health & Social Work","2008"
"10002",17545,"Health & Social Work","2008"
"10003",17546,"Health & Social Work","2008"
"10004",17547,"International Social Work","2008"
"10005",17548,"International Social Work","2008"
"10006",17549,"International Social Work","2008"
"10007",17550,"International Social Work","2008"
"10008",17551,"International Social Work","2008"
"10009",17552,"International Social Work","2008"
"10010",17553,"International Social Work","2008"
"10011",17554,"International Social Work","2008"
"10012",17555,"Research on Social Work Practice","2008"
"10013",17556,"Research on Social Work Practice","2008"
"10014",17557,"Research on Social Work Practice","2008"
"10015",17558,"Research on Social Work Practice","2008"
"10016",17559,"Research on Social Work Practice","2008"
"10017",17560,"Research on Social Work Practice","2008"
"10018",17561,"Research on Social Work Practice","2008"
"10019",17562,"Research on Social Work Practice","2008"
"10020",17563,"Child & Family Social Work","2008"
"10021",17564,"Child & Family Social Work","2008"
"10022",17565,"Child & Family Social Work","2008"
"10023",17566,"Child & Family Social Work","2008"
"10024",17567,"Child & Family Social Work","2008"
"10025",17568,"Child & Family Social Work","2008"
"10026",17569,"Child & Family Social Work","2008"
"10027",17570,"Child & Family Social Work","2008"
"10028",17571,"Child & Family Social Work","2008"
"10029",17572,"Child & Family Social Work","2008"
"10030",17573,"Child & Family Social Work","2008"
"10031",17574,"Children & Schools","2008"
"10032",17575,"Children & Schools","2008"
"10033",17576,"Children & Schools","2008"
"10034",17577,"Children & Schools","2008"
"10035",17578,"Children & Schools","2008"
"10036",17579,"Families in Society","2008"
"10037",17580,"Families in Society","2008"
"10038",17581,"Families in Society","2008"
"10039",17582,"Families in Society","2008"
"10040",17583,"Families in Society","2008"
"10041",17584,"Families in Society","2008"
"10042",17585,"Families in Society","2008"
"10043",17586,"Families in Society","2008"
"10044",17587,"Families in Society","2008"
"10045",17588,"Families in Society","2008"
"10046",17589,"Families in Society","2008"
"10047",17590,"Families in Society","2008"
"10048",17591,"Families in Society","2008"
"10049",17592,"Families in Society","2008"
"10050",17593,"Families in Society","2008"
"10051",17594,"Families in Society","2008"
"10052",17595,"Social Work","2008"
"10053",17596,"Social Work","2008"
"10054",17597,"Social Work","2008"
"10055",17598,"Social Work","2008"
"10056",17599,"Social Work","2008"
"10057",17600,"Social Work","2008"
"10058",17601,"Social Work","2008"
"10059",17602,"Child & Adolescent Social Work Journal","2008"
"10060",17603,"Child & Adolescent Social Work Journal","2008"
"10061",17604,"Child & Adolescent Social Work Journal","2008"
"10062",17605,"Child & Adolescent Social Work Journal","2008"
"10063",17606,"Child & Adolescent Social Work Journal","2008"
"10064",17607,"British Journal of Social Work","2008"
"10065",17608,"British Journal of Social Work","2008"
"10066",17609,"British Journal of Social Work","2008"
"10067",17610,"British Journal of Social Work","2008"
"10068",17611,"British Journal of Social Work","2008"
"10069",17612,"British Journal of Social Work","2008"
"10070",17613,"British Journal of Social Work","2008"
"10071",17614,"Journal of Social Work","2008"
"10072",17615,"Journal of Social Work","2008"
"10073",17616,"Journal of Social Work","2008"
"10074",17617,"Journal of Social Work","2008"
"10075",17618,"Social Work Education","2008"
"10076",17619,"Social Work Education","2008"
"10077",17620,"Social Work Education","2008"
"10078",17621,"Social Work Education","2008"
"10079",17622,"Social Work Education","2008"
"10080",17623,"Social Work Education","2008"
"10081",17624,"Social Work Education","2008"
"10082",17625,"Social Work Education","2008"
"10083",17626,"International Journal of Social Welfare","2008"
"10084",17627,"International Journal of Social Welfare","2008"
"10085",17628,"International Journal of Social Welfare","2008"
"10086",17629,"Australian Social Work","2008"
"10087",17630,"Australian Social Work","2008"
"10088",17631,"Australian Social Work","2008"
"10089",17632,"Australian Social Work","2008"
"10090",17633,"Australian Social Work","2008"
"10091",17634,"Australian Social Work","2008"
"10092",17635,"Social Work Research","2008"
"10093",17636,"Social Work Research","2008"
"10094",17637,"Social Work Research","2008"
"10095",17638,"Social Work Research","2008"
"10096",17639,"Social Work Research","2008"
"10097",17640,"Journal of Baccalaureate Social Work","2008"
"10098",17641,"Journal of Baccalaureate Social Work","2008"
"10099",17642,"Journal of Baccalaureate Social Work","2008"
"10100",17643,"Journal of Baccalaureate Social Work","2008"
"10101",17644,"Journal of Baccalaureate Social Work","2008"
"10102",17645,"Journal of Baccalaureate Social Work","2008"
"10103",17646,"Journal of Baccalaureate Social Work","2008"
"10104",17647,"Journal of Baccalaureate Social Work","2008"
"10105",17648,"Journal of Baccalaureate Social Work","2008"
"10106",17649,"Clinical Social Work Journal","2008"
"10107",17650,"Clinical Social Work Journal","2008"
"10108",17651,"Clinical Social Work Journal","2008"
"10109",17652,"Clinical Social Work Journal","2008"
"10110",17653,"Clinical Social Work Journal","2008"
"10111",17654,"Clinical Social Work Journal","2008"
"10112",17655,"Clinical Social Work Journal","2008"
"10113",17656,"Clinical Social Work Journal","2008"
"10114",17657,"Clinical Social Work Journal","2008"
"10115",17658,"International Social Work","2008"
"10116",17659,"International Social Work","2008"
"10117",17660,"International Social Work","2008"
"10118",17661,"International Social Work","2008"
"10119",17662,"International Social Work","2008"
"10120",17663,"International Social Work","2008"
"10121",17664,"International Social Work","2008"
"10122",17665,"International Social Work","2008"
"10123",17666,"International Social Work","2008"
"10124",17667,"International Social Work","2008"
"10125",17668,"Social Work & Christianity","2008"
"10126",17669,"Social Work & Christianity","2008"
"10127",17670,"Social Work & Christianity","2008"
"10128",17671,"Social Work & Christianity","2008"
"10129",17672,"Practice: Social Work in Action","2008"
"10130",17673,"Practice: Social Work in Action","2008"
"10131",17674,"Practice: Social Work in Action","2008"
"10132",17675,"Practice: Social Work in Action","2008"
"10133",17676,"Journal of Social Work Practice","2008"
"10134",17677,"Journal of Social Work Practice","2008"
"10135",17678,"Journal of Social Work Practice","2008"
"10136",17679,"Journal of Social Work Practice","2008"
"10137",17680,"Journal of Social Work Practice","2008"
"10138",17681,"Journal of Social Work Practice","2008"
"10139",17682,"Journal of Social Work Practice","2008"
"10140",17683,"Journal of Social Work Practice","2008"
"10141",17684,"Journal of Social Work Practice","2008"
"10142",17685,"Social Service Review","2008"
"10143",17686,"Social Service Review","2008"
"10144",17687,"Social Service Review","2008"
"10145",17688,"Social Service Review","2008"
"10146",17689,"Social Service Review","2008"
"10147",17690,"Qualitative Social Work","2008"
"10148",17691,"Qualitative Social Work","2008"
"10149",17692,"Qualitative Social Work","2008"
"10150",17693,"Qualitative Social Work","2008"
"10151",17694,"Qualitative Social Work","2008"
"10152",17695,"Qualitative Social Work","2008"
"10153",17696,"Social Work Education","2008"
"10154",17697,"Social Work Education","2008"
"10155",17698,"Social Work Education","2008"
"10156",17699,"Social Work Education","2008"
"10157",17700,"Social Work Education","2008"
"10158",17701,"Social Work Education","2008"
"10159",17702,"Social Work Education","2008"
"10160",17703,"Social Work Education","2008"
"10161",17704,"Social Work Education","2008"
"10162",17705,"Social Work Education","2008"
"10163",17706,"Research on Social Work Practice","2008"
"10164",17707,"Research on Social Work Practice","2008"
"10165",17708,"Research on Social Work Practice","2008"
"10166",17709,"Research on Social Work Practice","2008"
"10167",17710,"Research on Social Work Practice","2008"
"10168",17711,"Research on Social Work Practice","2008"
"10169",17712,"Journal of Social Work Education","2008"
"10170",17713,"Journal of Social Work Education","2008"
"10171",17714,"Journal of Social Work Education","2008"
"10172",17715,"Journal of Social Work Education","2008"
"10173",17716,"Journal of Social Work Education","2008"
"10174",17717,"Journal of Social Work Education","2008"
"10175",17718,"Journal of Social Work Education","2008"
"10176",17719,"Journal of Social Work Education","2008"
"10177",17720,"Journal of Gerontological Social Work","2008"
"10178",17721,"Journal of Gerontological Social Work","2008"
"10179",17722,"Journal of Gerontological Social Work","2008"
"10180",17723,"Journal of Gerontological Social Work","2008"
"10181",17724,"Journal of Gerontological Social Work","2008"
"10182",17725,"Journal of Gerontological Social Work","2008"
"10183",17726,"Journal of Gerontological Social Work","2008"
"10184",17727,"Journal of Gerontological Social Work","2008"
"10185",17728,"Journal of Gerontological Social Work","2008"
"10186",17729,"Affilia","2008"
"10187",17730,"Affilia","2008"
"10188",17731,"Affilia","2008"
"10189",17732,"Affilia","2008"
"10190",17733,"Affilia","2008"
"10191",17734,"Affilia","2008"
"10192",17735,"Child & Adolescent Social Work Journal","2008"
"10193",17736,"Child & Adolescent Social Work Journal","2008"
"10194",17737,"Child & Adolescent Social Work Journal","2008"
"10195",17738,"Child & Adolescent Social Work Journal","2008"
"10196",17739,"Child & Adolescent Social Work Journal","2008"
"10197",17740,"Child & Adolescent Social Work Journal","2008"
"10198",17741,"British Journal of Social Work","2008"
"10199",17742,"British Journal of Social Work","2008"
"10200",17743,"British Journal of Social Work","2008"
"10201",17744,"British Journal of Social Work","2008"
"10202",17745,"British Journal of Social Work","2008"
"10203",17746,"British Journal of Social Work","2008"
"10204",17747,"British Journal of Social Work","2008"
"10205",17748,"Health & Social Work","2008"
"10206",17749,"Health & Social Work","2008"
"10207",17750,"Health & Social Work","2008"
"10208",17751,"Health & Social Work","2008"
"10209",17752,"Health & Social Work","2008"
"10210",17753,"Health & Social Work","2008"
"10211",17754,"Health & Social Work","2008"
"10212",17755,"Child & Family Social Work","2008"
"10213",17756,"Child & Family Social Work","2008"
"10214",17757,"Child & Family Social Work","2008"
"10215",17758,"Child & Family Social Work","2008"
"10216",17759,"Child & Family Social Work","2008"
"10217",17760,"Child & Family Social Work","2008"
"10218",17761,"Child & Family Social Work","2008"
"10219",17762,"Child & Family Social Work","2008"
"10220",17763,"Child & Family Social Work","2008"
"10221",17764,"Child & Family Social Work","2008"
"10222",17765,"Child & Family Social Work","2008"
"10223",17766,"Social Work Education","2008"
"10224",17767,"Social Work Education","2008"
"10225",17768,"Social Work Education","2008"
"10226",17769,"Social Work Education","2008"
"10227",17770,"Social Work Education","2008"
"10228",17771,"Social Work Education","2008"
"10229",17772,"Social Work Education","2008"
"10230",17773,"Social Work & Social Sciences Review","2008"
"10231",17774,"Social Work & Social Sciences Review","2008"
"10232",17775,"Social Work & Social Sciences Review","2008"
"10233",17776,"Children & Schools","2008"
"10234",17777,"Children & Schools","2008"
"10235",17778,"Children & Schools","2008"
"10236",17779,"Children & Schools","2008"
"10237",17780,"Children & Schools","2008"
"10238",17782,"Social Work","2008"
"10239",17783,"Social Work","2008"
"10240",17784,"Social Work","2008"
"10241",17785,"Social Work","2008"
"10242",17786,"Social Work","2008"
"10243",17787,"Social Work","2008"
"10244",17788,"Social Work","2008"
"10245",17789,"Social Development Issues","2008"
"10246",17790,"Social Development Issues","2008"
"10247",17791,"Social Development Issues","2008"
"10248",17797,"Families in Society","2008"
"10249",17798,"Families in Society","2008"
"10250",17799,"Families in Society","2008"
"10251",17800,"Families in Society","2008"
"10252",17801,"Families in Society","2008"
"10253",17802,"Families in Society","2008"
"10254",17803,"Families in Society","2008"
"10255",17804,"Families in Society","2008"
"10256",17805,"Families in Society","2008"
"10257",17806,"Families in Society","2008"
"10258",17807,"Families in Society","2008"
"10259",17808,"Families in Society","2008"
"10260",17809,"Families in Society","2008"
"10261",17810,"Families in Society","2008"
"10262",17811,"Families in Society","2008"
"10263",17812,"Families in Society","2008"
"10264",17813,"Journal of Psychosocial Oncology","2008"
"10265",17814,"Journal of Psychosocial Oncology","2008"
"10266",17815,"Journal of Psychosocial Oncology","2008"
"10267",17816,"Journal of Psychosocial Oncology","2008"
"10268",17817,"Journal of Psychosocial Oncology","2008"
"10269",17818,"Smith College Studies in Social Work","2008"
"10270",17819,"Smith College Studies in Social Work","2008"
"10271",17820,"Smith College Studies in Social Work","2008"
"10272",17821,"Smith College Studies in Social Work","2008"
"10273",17822,"Smith College Studies in Social Work","2008"
"10274",17823,"Smith College Studies in Social Work","2008"
"10275",17824,"Smith College Studies in Social Work","2008"
"10276",17825,"Smith College Studies in Social Work","2008"
"10277",17826,"Smith College Studies in Social Work","2008"
"10278",17827,"Smith College Studies in Social Work","2008"
"10279",17828,"Smith College Studies in Social Work","2008"
"10280",17829,"Journal of Religion & Spirituality in Social Work","2008"
"10281",17830,"Journal of Religion & Spirituality in Social Work","2008"
"10282",17831,"Journal of Religion & Spirituality in Social Work","2008"
"10283",17832,"Journal of Religion & Spirituality in Social Work","2008"
"10284",17833,"Journal of Social Work Practice in the Addictions","2008"
"10285",17834,"Journal of Social Work Practice in the Addictions","2008"
"10286",17835,"Journal of Social Work Practice in the Addictions","2008"
"10287",17836,"Journal of Social Work Practice in the Addictions","2008"
"10288",17837,"Journal of Social Work Practice in the Addictions","2008"
"10289",17838,"Journal of Social Work Practice in the Addictions","2008"
"10290",17839,"Journal of Social Work Practice in the Addictions","2008"
"10291",17840,"Journal of Social Work Practice in the Addictions","2008"
"10292",17841,"Journal of Human Behavior in the Social Environment","2008"
"10293",17842,"Journal of Human Behavior in the Social Environment","2008"
"10294",17843,"Journal of Human Behavior in the Social Environment","2008"
"10295",17844,"Journal of Human Behavior in the Social Environment","2008"
"10296",17845,"Journal of Human Behavior in the Social Environment","2008"
"10297",17846,"Journal of Human Behavior in the Social Environment","2008"
"10298",17847,"Journal of Human Behavior in the Social Environment","2008"
"10299",17848,"Journal of Human Behavior in the Social Environment","2008"
"10300",17849,"Journal of Human Behavior in the Social Environment","2008"
"10301",17850,"Journal of Human Behavior in the Social Environment","2008"
"10302",17851,"Journal of Progressive Human Services","2008"
"10303",17852,"Journal of Progressive Human Services","2008"
"10304",17854,"Journal of Ethnic & Cultural Diversity in Social Work","2008"
"10305",17855,"Journal of Ethnic & Cultural Diversity in Social Work","2008"
"10306",17856,"Journal of Ethnic & Cultural Diversity in Social Work","2008"
"10307",17857,"Psychoanalytic Social Work","2008"
"10308",17858,"Psychoanalytic Social Work","2008"
"10309",17859,"Psychoanalytic Social Work","2008"
"10310",17860,"Psychoanalytic Social Work","2008"
"10311",17861,"Smith College Studies in Social Work","2008"
"10312",17862,"Smith College Studies in Social Work","2008"
"10313",17863,"Smith College Studies in Social Work","2008"
"10314",17864,"Smith College Studies in Social Work","2008"
"10315",17865,"Smith College Studies in Social Work","2008"
"10316",17866,"Smith College Studies in Social Work","2008"
"10317",17867,"Smith College Studies in Social Work","2008"
"10318",17868,"Journal of Social Work in End-of-Life & Palliative Care","2008"
"10319",17869,"Journal of Social Work in End-of-Life & Palliative Care","2008"
"10320",17870,"Journal of Social Work in End-of-Life & Palliative Care","2008"
"10321",17871,"Journal of Social Work in End-of-Life & Palliative Care","2008"
"10322",17872,"Journal of Social Work in End-of-Life & Palliative Care","2008"
"10323",17873,"Journal of Social Work in End-of-Life & Palliative Care","2008"
"10324",17874,"Journal of Social Work in End-of-Life & Palliative Care","2008"
"10325",17875,"Journal of Social Work in End-of-Life & Palliative Care","2008"
"10326",17876,"Journal of Religion & Spirituality in Social Work","2008"
"10327",17877,"Journal of Religion & Spirituality in Social Work","2008"
"10328",17878,"Journal of Religion & Spirituality in Social Work","2008"
"10329",17879,"Journal of Religion & Spirituality in Social Work","2008"
"10330",17880,"Journal of Religion & Spirituality in Social Work","2008"
"10331",17881,"Journal of Religion & Spirituality in Social Work","2008"
"10332",17882,"Journal of Religion & Spirituality in Social Work","2008"
"10333",17883,"Journal of Religion & Spirituality in Social Work","2008"
"10334",17884,"Journal of Religion & Spirituality in Social Work","2008"
"10335",17885,"Journal of Religion & Spirituality in Social Work","2008"
"10336",17887,"Journal of Religion & Spirituality in Social Work","2008"
"10337",17888,"Journal of Religion & Spirituality in Social Work","2008"
"10338",17889,"Journal of Religion & Spirituality in Social Work","2008"
"10339",17890,"Journal of Religion & Spirituality in Social Work","2008"
"10340",17891,"Journal of Religion & Spirituality in Social Work","2008"
"10341",17892,"Journal of Religion & Spirituality in Social Work","2008"
"10342",17893,"Journal of Religion & Spirituality in Social Work","2008"
"10343",17894,"Journal of Social Work Practice in the Addictions","2008"
"10344",17895,"Journal of Social Work Practice in the Addictions","2008"
"10345",17896,"Journal of Social Work Practice in the Addictions","2008"
"10346",17897,"Journal of Social Work Practice in the Addictions","2008"
"10347",17898,"Journal of Social Work Practice in the Addictions","2008"
"10348",17899,"Journal of Social Work Practice in the Addictions","2008"
"10349",17900,"Journal of Social Work Practice in the Addictions","2008"
"10350",17901,"Journal of Social Work Practice in the Addictions","2008"
"10351",17902,"Journal of Social Work Practice in the Addictions","2008"
"10352",17903,"Journal of Social Work Practice in the Addictions","2008"
"10353",17904,"Journal of Social Work Practice in the Addictions","2008"
"10354",17905,"Journal of Social Work Practice in the Addictions","2008"
"10355",17906,"Journal of Social Work Practice in the Addictions","2008"
"10356",17907,"Journal of Social Work Practice in the Addictions","2008"
"10357",17908,"Journal of Social Work Practice in the Addictions","2008"
"10358",17909,"Journal of Social Work Practice in the Addictions","2008"
"10359",17910,"Administration in Social Work","2008"
"10360",17911,"Administration in Social Work","2008"
"10361",17912,"Administration in Social Work","2008"
"10362",17913,"Administration in Social Work","2008"
"10363",17914,"Administration in Social Work","2008"
"10364",17915,"Administration in Social Work","2008"
"10365",17916,"Administration in Social Work","2008"
"10366",17917,"Administration in Social Work","2008"
"10367",17918,"Administration in Social Work","2008"
"10368",17919,"Administration in Social Work","2008"
"10369",17920,"Administration in Social Work","2008"
"10370",17921,"Administration in Social Work","2008"
"10371",17922,"Journal of Gerontological Social Work","2008"
"10372",17923,"Journal of Gerontological Social Work","2008"
"10373",17924,"Journal of Gerontological Social Work","2008"
"10374",17925,"Journal of Gerontological Social Work","2008"
"10375",17926,"Journal of Gerontological Social Work","2008"
"10376",17927,"Journal of Gerontological Social Work","2008"
"10377",17928,"Journal of Gerontological Social Work","2008"
"10378",17929,"Journal of Gerontological Social Work","2008"
"10379",17930,"Journal of Gerontological Social Work","2008"
"10380",17931,"Journal of Gerontological Social Work","2008"
"10381",17932,"Journal of Human Behavior in the Social Environment","2008"
"10382",17933,"Journal of Human Behavior in the Social Environment","2008"
"10383",17934,"Journal of Human Behavior in the Social Environment","2008"
"10384",17935,"Journal of Human Behavior in the Social Environment","2008"
"10385",17936,"Journal of Human Behavior in the Social Environment","2008"
"10386",17937,"Journal of Human Behavior in the Social Environment","2008"
"10387",17938,"Journal of Human Behavior in the Social Environment","2008"
"10388",17939,"Journal of Human Behavior in the Social Environment","2008"
"10389",17940,"Journal of Human Behavior in the Social Environment","2008"
"10390",17941,"Journal of Human Behavior in the Social Environment","2008"
"10391",17942,"Journal of Human Behavior in the Social Environment","2008"
"10392",17943,"Journal of Human Behavior in the Social Environment","2008"
"10393",17944,"Journal of Human Behavior in the Social Environment","2008"
"10394",17945,"Journal of Human Behavior in the Social Environment","2008"
"10395",17946,"Journal of Human Behavior in the Social Environment","2008"
"10396",17947,"Journal of Human Behavior in the Social Environment","2008"
"10397",17948,"Journal of Human Behavior in the Social Environment","2008"
"10398",17949,"Journal of Human Behavior in the Social Environment","2008"
"10399",17950,"Journal of Human Behavior in the Social Environment","2008"
"10400",17951,"Journal of Human Behavior in the Social Environment","2008"
"10401",17952,"Journal of Human Behavior in the Social Environment","2008"
"10402",17953,"Journal of Human Behavior in the Social Environment","2008"
"10403",17954,"Journal of Human Behavior in the Social Environment","2008"
"10404",17955,"Journal of Human Behavior in the Social Environment","2008"
"10405",17956,"Journal of Human Behavior in the Social Environment","2008"
"10406",17957,"Journal of Human Behavior in the Social Environment","2008"
"10407",17958,"Journal of Human Behavior in the Social Environment","2008"
"10408",17959,"Journal of Human Behavior in the Social Environment","2008"
"10409",17960,"Journal of Human Behavior in the Social Environment","2008"
"10410",17961,"Journal of Human Behavior in the Social Environment","2008"
"10411",17962,"Journal of Human Behavior in the Social Environment","2008"
"10412",17963,"Journal of Human Behavior in the Social Environment","2008"
"10413",17964,"Journal of Human Behavior in the Social Environment","2008"
"10414",17965,"Journal of Human Behavior in the Social Environment","2008"
"10415",17966,"Journal of Human Behavior in the Social Environment","2008"
"10416",17968,"Journal of Gerontological Social Work","2008"
"10417",17969,"Journal of Gerontological Social Work","2008"
"10418",17970,"Journal of Gerontological Social Work","2008"
"10419",17971,"Journal of Gerontological Social Work","2008"
"10420",17972,"Journal of Gerontological Social Work","2008"
"10421",17973,"Journal of Gerontological Social Work","2008"
"10422",17974,"Journal of Gerontological Social Work","2008"
"10423",17975,"Journal of Progressive Human Services","2008"
"10424",17976,"Journal of Progressive Human Services","2008"
"10425",17977,"Journal of Progressive Human Services","2008"
"10426",17978,"Journal of Ethnic & Cultural Diversity in Social Work","2008"
"10427",17979,"Journal of Ethnic & Cultural Diversity in Social Work","2008"
"10428",17980,"Journal of Ethnic & Cultural Diversity in Social Work","2008"
"10429",17981,"Journal of Ethnic & Cultural Diversity in Social Work","2008"
"10430",17982,"Journal of Ethnic & Cultural Diversity in Social Work","2008"
"10431",17983,"Journal of Ethnic & Cultural Diversity in Social Work","2008"
"10432",17984,"Journal of Ethnic & Cultural Diversity in Social Work","2008"
"10433",17985,"Journal of Ethnic & Cultural Diversity in Social Work","2008"
